lon1,lat1,dep1,lon2,lat2,dep2,lon3,lat3,dep3,mesh_idx,strike_slip_rate,dip_slip_rate,strike_slip_rate_kinematic,dip_slip_rate_kinematic,strike_slip_coupling,dip_slip_coupling
234.16884,46.489017,0.0,234.30769,46.623271,-1.8694907,234.11219,46.664495,0.0,0,-9.660998241583387e-12,15.928100711346326,-4.906347731008767,38.374118859716596,1.9690814372011587e-12,0.41507404429465405
234.59692,44.899407,0.0,234.84839,45.04691,-4.9990969,234.56599,45.077935,0.0,0,-1.8047258021475298e-09,0.7372084042989737,-11.25885727897112,34.267384432590624,1.602938697445193e-10,0.021513413308482283
232.46514,49.414525,-4.15682,232.35332,49.252602,0.0,232.6475,49.285313,-4.9763993,0,-1.0795568900034865e-09,29.79439726754106,-11.492630871596575,84.35439719435387,9.393470494832944e-11,0.3532050285285579
232.35332,49.252602,0.0,232.46514,49.414525,-4.15682,232.20973,49.405479,0.0,0,-1.053071165807979e-09,29.999853397778967,-11.279068325590623,86.04541483918862,9.336508436771398e-11,0.34865138896530484
234.46244,46.259993,-2.3554763,234.22608,46.31364,0.0,234.28252,46.13815,0.0,0,-2.1059872974865e-10,10.040819040047102,-4.712292511633322,37.736473957196544,4.4691353354814266e-11,0.26607729835691935
232.94406,49.330057,-10.0,232.78651,49.47732,-10.0,232.6475,49.285313,-4.9763993,0,-9.081183367946162e-10,27.83874348725368,-8.392609849364188,82.85924834560086,1.0820452196564504e-10,0.33597629767458165
234.8546,44.856923,-4.9245662,234.84839,45.04691,-4.9990969,234.59692,44.899407,0.0,0,-2.0514052239510008e-09,2.002133710750611,-11.733737128448686,33.958457388801,1.748296558457345e-10,0.058958323336880586
232.32367,49.594904,-4.8345442,232.06184,49.556744,0.0,232.20973,49.405479,0.0,0,-8.808022187775249e-10,29.442217645849702,-9.323315392579989,88.86392310064153,9.44730690413537e-11,0.33131800418607843
234.6203,44.720307,0.0,234.8546,44.856923,-4.9245662,234.59692,44.899407,0.0,0,-1.955388693494337e-09,1.540837424919502,-11.65611506416392,33.846267478926315,1.6775646797671647e-10,0.045524589258737994
232.48297,49.09465,0.0,232.60521,48.934287,0.0,232.75445,49.080207,-3.7223915,0,-1.3021280846001117e-09,25.92911628365337,-14.436041248792751,80.28647974054464,9.019980354441044e-11,0.3229574439861657
232.62717,49.623932,-10.0,232.46544,49.76962,-10.0,232.32367,49.594904,-4.8345442,0,-6.059632356976833e-10,26.830223018214465,-5.815391327555452,88.34716462526613,1.0419990703401296e-10,0.3036908216807829
235.10923,44.921134,-10.0,235.10807,45.101204,-10.0,234.84839,45.04691,-4.9990969,0,-2.6052454460444137e-09,6.1337908232488765,-12.647566139720583,33.61282368003275,2.0598788867863317e-10,0.18248365212151377
234.8546,44.856923,-4.9245662,235.10923,44.921134,-10.0,234.84839,45.04691,-4.9990969,0,-2.4451926984551847e-09,4.694154612717751,-12.302390400343697,33.67024868487285,1.9875752751163486e-10,0.1394155016985874
235.11302,44.741082,-10.0,235.10923,44.921134,-10.0,234.8546,44.856923,-4.9245662,0,-2.7357775844422203e-09,6.735192180095437,-12.382635546817859,33.41090316745529,2.2093661515744696e-10,0.2015866541032634
234.28001,46.791486,-2.0535353,234.11219,46.664495,0.0,234.30769,46.623271,-1.8694907,0,7.170440258652949e-12,17.696678857498032,-5.213943090614457,38.47073559358172,-1.3752432916961358e-12,0.4600036517224917
233.10024,49.182349,-10.0,233.01269,49.013078,-6.3980852,233.25553,49.034409,-10.0,0,-1.0494788582226381e-09,21.10877258419863,-8.756399861396986,78.19262937573656,1.1985277909124693e-10,0.26995859779526427
232.87844,49.194474,-7.0380954,232.94406,49.330057,-10.0,232.6475,49.285313,-4.9763993,0,-1.0207302952631578e-09,27.497718125008927,-9.642758139423385,81.62845088928637,1.058545989129408e-10,0.3368643876668002
232.87844,49.194474,-7.0380954,232.75445,49.080207,-3.7223915,233.01269,49.013078,-6.3980852,0,-1.1860659621655417e-09,24.881480107147823,-11.380850990374695,79.55047072906102,1.0421592929813876e-10,0.3127760260764646
232.75445,49.080207,-3.7223915,232.87844,49.194474,-7.0380954,232.6475,49.285313,-4.9763993,0,-1.147388716078026e-09,27.45332374437833,-11.525705342410838,81.04874677385227,9.955041205643265e-11,0.33872607334670407
234.75725,45.239244,-3.5591551,234.56599,45.077935,0.0,234.84839,45.04691,-4.9990969,0,-1.8165938026137119e-09,1.0064965835106623,-11.342221792389243,34.37042332095502,1.6016207722482262e-10,0.02928379944907515
