name,lon1,lat1,lon2,lat2,dip,res,other3,other6,other7,other8,other9,other10,other11,create_ribbon_mesh,locking_depth,locking_depth_sig,locking_depth_flag,dip_sig,dip_flag,ss_rate,ss_rate_sig,ss_rate_flag,ds_rate,ds_rate_sig,ds_rate_flag,ts_rate,ts_rate_sig,ts_rate_flag,burial_depth,burial_depth_sig,burial_depth_flag,resolution_override,resolution_other,mesh_file_index,mesh_flag,patch_slip_file,patch_slip_flag,ss_rate_bound_flag,ss_rate_bound_min,ss_rate_bound_max,ds_rate_bound_flag,ds_rate_bound_min,ds_rate_bound_max,ts_rate_bound_flag,ts_rate_bound_min,ts_rate_bound_max,x1,y1,z1,x2,y2,z2,length,azimuth,mid_lon_plate_carree,mid_lat_plate_carree,mid_lon,mid_lat,mid_x,mid_y,mid_z,centroid_x,centroid_y,centroid_z,centroid_lon,centroid_lat,west_labels,east_labels,model_strike_slip_rate,model_dip_slip_rate,model_tensile_slip_rate,model_strike_slip_rate_uncertainty,model_dip_slip_rate_uncertainty,model_tensile_slip_rate_uncertainty
nshm23_39_Cleghorn_001,242.6120,34.2860,242.6550,34.2940,90.0000,0,0,0,0,0,0,0,0,0,15.0000,0,0,0,0,0,1,2,0,0,0,0,0.0000,2,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2420138.1853,-4671314.1767,3586935.5289,-2416401.6433,-4672684.2425,3587670.0697,4057.2353,77.3537,242.6335,34.2900,242.6335,34.2900,-2418270.0357,-4671999.4452,3587302.9813,-2418270.0357,-4671999.4452,7.5000,242.6335,34.2900,2,50,202.4266,0.0000,-84.4310,,,
nshm23_39_Cleghorn_002,242.6550,34.2940,242.6830,34.2770,90.0000,0,0,0,0,0,0,0,0,0,15.0000,0,0,0,0,0,1,2,0,0,0,0,0.0000,2,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2416401.6433,-4672684.2425,3587670.0697,-2414606.2497,-4674810.1286,3586109.0868,3194.1601,126.1761,242.6690,34.2855,242.6690,34.2855,-2415504.0225,-4673747.3314,3586889.6917,-2415504.0225,-4673747.3314,7.5000,242.6690,34.2855,50,2,69.9904,0.0000,-207.5597,,,
nshm23_41_Cleghorn_Pass_000,244.0990,34.3270,244.1410,34.2530,90.0000,0,0,0,0,0,0,0,0,0,13.0000,0,0,0,0,0,1,2,0,0,0,0,0.0000,2,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2296980.1612,-4730233.8269,3590699.3113,-2295532.8906,-4736085.5705,3583904.8088,9073.8614,154.7640,244.1200,34.2900,244.1200,34.2900,-2296257.1102,-4733160.8941,3587302.9835,-2296257.1102,-4733160.8941,6.5000,244.1200,34.2900,35,18,43.9694,0.0000,30.9303,,,
nshm23_41_Cleghorn_Pass_001,244.0430,34.3820,244.0990,34.3270,90.0000,0,0,0,0,0,0,0,0,0,13.0000,0,0,0,0,0,1,2,0,0,0,0,0.0000,2,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2300092.5971,-4724885.2395,3595745.3997,-2296980.1612,-4730233.8269,3590699.3113,7985.3548,139.8053,244.0710,34.3545,244.0710,34.3545,-2298536.8323,-4727560.4565,3593223.0688,-2298536.8323,-4727560.4565,6.5000,244.0710,34.3545,35,18,34.2035,0.0000,43.4132,,,
nshm23_41_Cleghorn_Pass_002,244.0330,34.4090,244.0430,34.3820,90.0000,0,0,0,0,0,0,0,0,0,13.0000,0,0,0,0,0,1,2,0,0,0,0,0.0000,2,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2300175.0317,-4722959.8075,3598221.3581,-2300092.5971,-4724885.2395,3595745.3997,3133.0772,162.9298,244.0380,34.3955,244.0380,34.3955,-2300133.8841,-4723922.6659,3596983.4895,-2300133.8841,-4723922.6659,6.5000,244.0380,34.3955,35,18,48.9224,0.0000,27.8523,,,
nshm23_1024_Coaldale_000,242.1270,38.0090,242.2410,38.0770,90.0000,0,0,0,0,0,0,0,0,0,15.0000,0,0,0,0,0,1,2,0,0,0,0,0.0000,2,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2345513.7552,-4434957.0887,3920978.4884,-2334515.9593,-4435494.0330,3926930.0198,12534.3747,52.9395,242.1840,38.0430,242.1840,38.0430,-2340015.9739,-4435227.6981,3923956.1630,-2340015.9739,-4435227.6981,7.5000,242.1840,38.0430,24,18,-12.0974,0.0000,23.5020,,,
nshm23_1024_Coaldale_001,241.9520,38.0050,242.1270,38.0090,90.0000,0,0,0,0,0,0,0,0,0,15.0000,0,0,0,0,0,1,2,0,0,0,0,0.0000,2,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2359177.3072,-4428014.0251,3920628.2262,-2345513.7552,-4434957.0887,3920978.4884,15375.6289,88.2914,242.0395,38.0070,242.0395,38.0070,-2352347.2305,-4431488.7601,3920806.2102,-2352347.2305,-4431488.7601,7.5000,242.0395,38.0070,24,51,-18.7434,0.0000,-0.3416,,,
nshm23_1024_Coaldale_002,241.7760,38.0000,241.9520,38.0050,90.0000,0,0,0,0,0,0,0,0,0,15.0000,0,0,0,0,0,1,2,0,0,0,0,0.0000,2,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2372929.8335,-4421047.7171,3920190.3717,-2359177.3072,-4428014.0251,3920628.2262,15467.9455,87.8896,241.8640,38.0025,241.8640,38.0025,-2366055.3000,-4424534.1079,3920412.1859,-2366055.3000,-4424534.1079,7.5000,241.8640,38.0025,24,51,-18.7574,0.0000,4.3155,,,
nshm23_1024_Coaldale_003,241.7070,37.9880,241.7760,38.0000,90.0000,0,0,0,0,0,0,0,0,0,15.0000,0,0,0,0,0,1,2,0,0,0,0,0.0000,2,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2378641.3846,-4418909.7068,3919139.3989,-2372929.8335,-4421047.7171,3920190.3717,6205.5637,77.5844,241.7415,37.9940,241.7415,37.9940,-2375785.8879,-4419979.2329,3919665.3502,-2375785.8879,-4419979.2329,7.5000,241.7415,37.9940,24,51,-19.6504,0.0000,4.2177,,,
nshm23_1024_Coaldale_004,241.6110,37.9470,241.7070,37.9880,90.0000,0,0,0,0,0,0,0,0,0,15.0000,0,0,0,0,0,1,2,0,0,0,0,0.0000,2,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2387374.7892,-4417384.1340,3915547.2784,-2378641.3846,-4418909.7068,3919139.3989,9584.8838,61.6246,241.6590,37.9675,241.6590,37.9675,-2383008.7524,-4418148.1645,3917344.4505,-2383008.7524,-4418148.1645,7.5000,241.6590,37.9675,24,51,-20.3137,0.0000,1.0682,,,
nshm23_1024_Coaldale_005,241.5540,37.9120,241.6110,37.9470,90.0000,0,0,0,0,0,0,0,0,0,15.0000,0,0,0,0,0,1,2,0,0,0,0,0.0000,2,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2392907.0619,-4417109.1668,3912479.2477,-2387374.7892,-4417384.1340,3915547.2784,6340.6956,52.1988,241.5825,37.9295,241.5825,37.9295,-2390141.2175,-4417247.1952,3914013.7504,-2390141.2175,-4417247.1952,7.5000,241.5825,37.9295,24,52,-3.7517,0.0000,4.6650,,,
nshm23_42_Collayomi_000,237.1530,38.9410,237.2090,38.8900,90.0000,0,0,0,0,0,0,0,0,0,10.0000,0,0,0,0,0,1,2,0,0,0,0,0.0000,2,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2686255.1177,-4160752.3968,4002065.0166,-2684115.3801,-4166368.9248,3997655.0714,7459.4807,139.3581,237.1810,38.9155,237.1810,38.9155,-2685185.7093,-4163561.3682,3999860.7353,-2685185.7093,-4163561.3682,5.0000,237.1810,38.9155,22,21,-1.8926,0.0000,5.1867,,,
nshm23_42_Collayomi_001,237.2090,38.8900,237.2960,38.8040,90.0000,0,0,0,0,0,0,0,0,0,10.0000,0,0,0,0,0,1,2,0,0,0,0,0.0000,2,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2684115.3801,-4166368.9248,3997655.0714,-2681024.9216,-4175484.2648,3990211.5214,12173.3316,141.6252,237.2525,38.8470,237.2525,38.8470,-2682571.3759,-4170928.4823,3993935.1360,-2682571.3759,-4170928.4823,5.0000,237.2525,38.8470,22,21,-1.6969,0.0000,4.7070,,,
nshm23_42_Collayomi_002,237.2960,38.8040,237.3900,38.7540,90.0000,0,0,0,0,0,0,0,0,0,10.0000,0,0,0,0,0,1,2,0,0,0,0,0.0000,2,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2681024.9216,-4175484.2648,3990211.5214,-2676046.5335,-4182808.7564,3985879.7422,9875.5984,124.1681,237.3430,38.7790,237.3430,38.7790,-2678536.5317,-4179147.7544,3988046.8348,-2678536.5317,-4179147.7544,5.0000,237.3430,38.7790,22,21,-2.9307,0.0000,3.3776,,,
nshm23_42_Collayomi_003,237.3900,38.7540,237.4400,38.7260,90.0000,0,0,0,0,0,0,0,0,0,10.0000,0,0,0,0,0,1,2,0,0,0,0,0.0000,2,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2676046.5335,-4182808.7564,3985879.7422,-2673443.3153,-4186783.6733,3983452.6198,5344.0629,125.5500,237.4150,38.7400,237.4150,38.7400,-2674745.1596,-4184796.5796,3984666.5332,-2674745.1596,-4184796.5796,5.0000,237.4150,38.7400,22,21,-2.8566,0.0000,3.0197,,,
nshm23_43_Compton_000,241.8690,33.7260,241.9390,33.6810,160.0000,0,0,0,0,0,0,0,0,0,15.0000,0,0,0,0,0,1,2,0,0,2,0,0.0000,0,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2496920.4443,-4670233.1315,3535344.7150,-2492518.2167,-4675729.0176,3531184.2993,8186.8171,127.5463,241.9040,33.7035,241.9040,33.7035,-2494719.8466,-4672982.0329,3533265.2418,-2494735.9294,-4672994.9153,7.5000,241.9041,33.7037,14,13,-1.6683,103.4884,0.0000,,,
nshm23_43_Compton_001,241.8210,33.7430,241.8690,33.7260,160.0000,0,0,0,0,0,0,0,0,0,15.0000,0,0,0,0,0,1,2,0,0,2,0,0.0000,0,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2500336.6359,-4667214.8404,3536915.8602,-2496920.4443,-4670233.1315,3535344.7150,4831.3694,112.9588,241.8450,33.7345,241.8450,33.7345,-2498628.7196,-4668724.3192,3536130.5426,-2498642.3632,-4668739.7614,7.5000,241.8451,33.7347,14,13,21.0455,89.0551,0.0000,,,
nshm23_43_Compton_002,241.7720,33.7600,241.8210,33.7430,160.0000,0,0,0,0,0,0,0,0,0,15.0000,0,0,0,0,0,1,2,0,0,2,0,0.0000,0,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2503830.7078,-4664149.9937,3538486.6941,-2500336.6359,-4667214.8404,3536915.8602,4915.9991,112.5411,241.7965,33.7515,241.7965,33.7515,-2502083.8579,-4665682.7619,3537701.5413,-2502097.4460,-4665698.2530,7.5000,241.7966,33.7517,14,13,21.5719,80.0700,0.0000,,,
nshm23_43_Compton_003,241.7310,33.7820,241.7720,33.7600,160.0000,0,0,0,0,0,0,0,0,0,15.0000,0,0,0,0,0,1,2,0,0,2,0,0.0000,0,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2506523.9899,-4661160.1159,3540519.0755,-2503830.7078,-4664149.9937,3538486.6941,4514.2779,122.7098,241.7515,33.7710,241.7515,33.7710,-2505177.5063,-4662655.3455,3539503.1082,-2505192.8166,-4662669.1370,7.5000,241.7516,33.7712,14,13,8.6394,74.3917,0.0000,,,
nshm23_43_Compton_004,241.6850,33.8010,241.7310,33.7820,160.0000,0,0,0,0,0,0,0,0,0,15.0000,0,0,0,0,0,1,2,0,0,2,0,0.0000,0,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2509708.3745,-4658112.3857,3542273.8939,-2506523.9899,-4661160.1159,3540519.0755,4752.8338,116.3089,241.7080,33.7915,241.7080,33.7915,-2508116.3567,-4659636.5727,3541396.7320,-2508130.6045,-4659651.4593,7.5000,241.7081,33.7917,14,13,15.9057,64.5376,0.0000,,,
nshm23_43_Compton_005,241.6410,33.8180,241.6850,33.8010,160.0000,0,0,0,0,0,0,0,0,0,15.0000,0,0,0,0,0,1,2,0,0,2,0,0.0000,0,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2512785.4711,-4655258.6094,3543843.6643,-2509708.3745,-4658112.3857,3542273.8939,4489.1983,114.8246,241.6630,33.8095,241.6630,33.8095,-2511247.0786,-4656685.7845,3543058.9998,-2511261.0907,-4656700.8932,7.5000,241.6631,33.8097,14,13,17.3259,55.7130,0.0000,,,
nshm23_43_Compton_006,241.5810,33.8390,241.6410,33.8180,160.0000,0,0,0,0,0,0,0,0,0,15.0000,0,0,0,0,0,1,2,0,0,2,0,0.0000,0,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2517040.7380,-4651482.0033,3545782.3618,-2512785.4711,-4655258.6094,3543843.6643,6022.8582,112.7354,241.6110,33.8285,241.6110,33.8285,-2514913.3853,-4653370.8225,3544813.4103,-2514927.0634,-4653386.2342,7.5000,241.6111,33.8287,14,13,19.0419,45.4932,0.0000,,,
nshm23_44_Concord_000,237.9110,38.0440,237.9440,37.9980,90.0000,0,0,0,0,0,0,0,0,0,15.0000,0,0,0,0,0,1,2,0,0,0,0,0.0000,2,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2663937.2517,-4248491.5556,3924042.4669,-2663161.0770,-4252693.8760,3920015.2215,5870.7844,150.4143,237.9275,38.0210,237.9275,38.0210,-2663549.4473,-4250593.1638,3922029.2655,-2663549.4473,-4250593.1638,7.5000,237.9275,38.0210,21,49,-0.0754,0.0000,1.2511,,,
nshm23_44_Concord_001,237.9440,37.9980,237.9870,37.9440,90.0000,0,0,0,0,0,0,0,0,0,15.0000,0,0,0,0,0,1,2,0,0,0,0,0.0000,2,0,0,0,0,0,-1,0,0,0,1,-5.4000,0.0000,0,0.0000,0.0000,0,0,0,-2663161.0770,-4252693.8760,3920015.2215,-2661926.0467,-4257822.1606,3915284.3616,7085.2534,147.7608,237.9655,37.9710,237.9655,37.9710,-2662543.9739,-4255258.6713,3917650.4041,-2662543.9739,-4255258.6713,7.5000,237.9655,37.9710,21,49,-0.1287,0.0000,1.0285,,,
nshm23_44_Concord_002,237.9870,37.9440,238.0100,37.9000,90.0000,0,0,0,0,0,0,0,0,0,15.0000,0,0,0,0,0,1,2,0,0,0,0,0.0000,2,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2661926.0467,-4257822.1606,3915284.3616,-2661808.7235,-4261439.2504,3911427.0153,5285.9191,157.4994,237.9985,37.9220,237.9985,37.9220,-2661867.6142,-4259631.0697,3913356.0298,-2661867.6142,-4259631.0697,7.5000,237.9985,37.9220,21,49,0.0270,0.0000,0.8292,,,
nshm23_55_Coronado_Bank_011,242.8050,32.3940,242.8770,32.2940,90.0000,0,0,0,0,0,0,0,0,0,8.6000,0,0,0,0,0,1,2,0,0,0,0,0.0000,2,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2457201.0418,-4782222.5913,3411284.4486,-2453900.2077,-4790598.4061,3401895.3752,12996.6631,148.5467,242.8410,32.3440,242.8410,32.3440,-2455551.9076,-4786412.9797,3406591.7099,-2455551.9076,-4786412.9797,4.3000,242.8410,32.3440,14,15,61.8541,0.0000,275.2717,,,
nshm23_55_Coronado_Bank_012,242.8770,32.2940,242.9480,32.1930,90.0000,0,0,0,0,0,0,0,0,0,8.6000,0,0,0,0,0,1,2,0,0,0,0,0.0000,2,0,0,0,0,0,-1,0,0,0,0,-10.0000,1.0000,0,0.0000,0.0000,0,0,0,-2453900.2077,-4790598.4061,3401895.3752,-2450685.4278,-4798968.8263,3392401.8925,13046.5475,149.1257,242.9125,32.2435,242.9125,32.2435,-2452294.1088,-4794786.1210,3397150.4411,-2452294.1088,-4794786.1210,4.3000,242.9125,32.2435,14,15,64.4618,0.0000,280.1054,,,
nshm23_55_Coronado_Bank_013,242.9480,32.1930,243.0190,32.0920,90.0000,0,0,0,0,0,0,0,0,0,8.6000,0,0,0,0,0,1,2,0,0,0,0,0.0000,2,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2450685.4278,-4798968.8263,3392401.8925,-2447446.0701,-4807323.7054,3382897.8682,13050.1876,149.0974,242.9835,32.1425,242.9835,32.1425,-2449067.0391,-4803148.7766,3387651.6836,-2449067.0391,-4803148.7766,4.3000,242.9835,32.1425,14,15,64.1224,0.0000,285.6196,,,
nshm23_55_Coronado_Bank_014,243.0190,32.0920,243.0890,31.9910,90.0000,0,0,0,0,0,0,0,0,0,8.6000,0,0,0,0,0,1,2,0,0,0,0,0.0000,2,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2447446.0701,-4807323.7054,3382897.8682,-2444266.2271,-4815620.3098,3373383.3319,13005.5520,149.4266,243.0540,32.0415,243.0540,32.0415,-2445857.4283,-4811474.5058,3378142.3863,-2445857.4283,-4811474.5058,4.3000,243.0540,32.0415,14,15,65.5762,0.0000,290.7198,,,
nshm23_55_Coronado_Bank_015,243.0890,31.9910,243.1600,31.8900,90.0000,0,0,0,0,0,0,0,0,0,8.6000,0,0,0,0,0,1,2,0,0,0,0,0.0000,2,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2444266.2271,-4815620.3098,3373383.3319,-2440977.9904,-4823943.9425,3363858.3132,13057.4461,149.0413,243.1245,31.9405,243.1245,31.9405,-2442623.3971,-4819784.6487,3368622.6178,-2442623.3971,-4819784.6487,4.3000,243.1245,31.9405,14,15,63.3967,0.0000,296.6263,,,
nshm23_57_Coyote_Canyon_000,243.1930,35.3310,243.3110,35.3220,90.0000,0,0,0,0,0,0,0,0,0,12.3000,0,0,0,0,0,1,2,0,0,0,0,0.0000,2,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2342748.7688,-4636446.6709,3682287.5955,-2333454.8622,-4641778.4287,3681471.5654,10775.4045,95.2829,243.2520,35.3265,243.2520,35.3265,-2338102.6471,-4639114.1969,3681880.8972,-2338102.6471,-4639114.1969,6.1500,243.2520,35.3265,25,53,-0.7269,0.0000,96.3089,,,
nshm23_57_Coyote_Canyon_001,243.3110,35.3220,243.4290,35.3120,90.0000,0,0,0,0,0,0,0,0,0,12.3000,0,0,0,0,0,1,2,0,0,0,0,0.0000,2,0,0,0,0,0,-1,0,0,0,1,0.0000,15.0000,0,0.0000,0.0000,0,0,0,-2333454.8622,-4641778.4287,3681471.5654,-2324177.6069,-4647148.9076,3680564.7588,10787.4994,95.8690,243.3700,35.3170,243.3700,35.3170,-2328817.0649,-4644465.3208,3681019.4816,-2328817.0649,-4644465.3208,6.1500,243.3700,35.3170,25,53,0.0000,0.0000,55.1085,,,
nshm23_57_Coyote_Canyon_002,243.4290,35.3120,243.4770,35.3280,90.0000,0,0,0,0,0,0,0,0,0,12.3000,0,0,0,0,0,1,2,0,0,0,0,0.0000,2,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2324177.6069,-4647148.9076,3680564.7588,-2319824.5402,-4648174.5576,3682015.5955,4711.8766,67.8544,243.4530,35.3200,243.4530,35.3200,-2322001.2305,-4647662.0489,3681290.4295,-2322001.2305,-4647662.0489,6.1500,243.4530,35.3200,53,25,-16.2204,0.0000,21.4406,,,
nshm23_57_Coyote_Canyon_003,243.4770,35.3280,243.5620,35.3270,90.0000,0,0,0,0,0,0,0,0,0,12.3000,0,0,0,0,0,1,2,0,0,0,0,0.0000,2,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,1,-3,3,-2319824.5402,-4648174.5576,3682015.5955,-2312954.8957,-4651668.5121,3681924.9267,7729.2472,90.7979,243.5195,35.3275,243.5195,35.3275,-2316390.1414,-4649922.3846,3681970.9385,-2316390.1414,-4649922.3846,6.1500,243.5195,35.3275,25,53,-10.1067,0.0000,3.0000,,,
nshm23_57_Coyote_Canyon_004,243.5620,35.3270,243.5930,35.3430,90.0000,0,0,0,0,0,0,0,0,0,12.3000,0,0,0,0,0,1,2,0,0,0,0,0.0000,2,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2312954.8957,-4651668.5121,3681924.9267,-2309980.3915,-4651998.1751,3683375.4942,3330.8036,57.7861,243.5775,35.3350,243.5775,35.3350,-2311467.7216,-4651833.5019,3682650.3369,-2311467.7216,-4651833.5019,6.1500,243.5775,35.3350,53,25,-2.0600,0.0000,-21.7450,,,
nshm23_58_Coyote_Lake_003,243.3320,35.1510,243.4470,35.1460,90.0000,0,0,0,0,0,0,0,0,0,13.4000,0,0,0,0,0,1,2,0,0,0,0,0.0000,2,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2336674.3772,-4652431.2658,3665949.7587,-2327474.6497,-4657398.0500,3665495.4127,10493.8090,92.9970,243.3895,35.1485,243.3895,35.1485,-2332075.2997,-4654916.2257,3665723.8289,-2332075.2997,-4654916.2257,6.7000,243.3895,35.1485,54,26,-15.6154,0.0000,-94.2760,,,
nshm23_58_Coyote_Lake_004,243.4470,35.1460,243.5200,35.1550,90.0000,0,0,0,0,0,0,0,0,0,13.4000,0,0,0,0,0,1,2,0,0,0,0,0.0000,2,0,0,0,0,0,-1,0,0,0,1,0.0000,15.0000,0,0.0000,0.0000,0,0,0,-2327474.6497,-4657398.0500,3665495.4127,-2321282.0582,-4659844.2543,3666313.2154,6726.3347,81.4422,243.4835,35.1505,243.4835,35.1505,-2324378.6749,-4658621.7973,3665904.8250,-2324378.6749,-4658621.7973,6.7000,243.4835,35.1505,26,54,0.0000,0.0000,-65.9841,,,
nshm23_58_Coyote_Lake_005,243.5200,35.1550,243.5950,35.1630,90.0000,0,0,0,0,0,0,0,0,0,13.4000,0,0,0,0,0,1,2,0,0,0,0,0.0000,2,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2321282.0582,-4659844.2543,3666313.2154,-2314952.6718,-4662420.2594,3667040.0752,6890.7407,82.5780,243.5575,35.1590,243.5575,35.1590,-2318117.7010,-4661132.9343,3666677.1817,-2318117.7010,-4661132.9343,6.7000,243.5575,35.1590,26,54,-1.0304,0.0000,-42.3442,,,
nshm23_59_Cucamonga_000,242.5460,34.1730,242.5580,34.1800,135.0000,0,0,0,0,0,0,0,0,0,13.0000,0,0,0,0,0,1,2,0,0,2,0,0.0000,0,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2428774.3053,-4674791.7376,3576552.6761,-2427593.7754,-4674912.4907,3577196.2663,1351.6146,54.9332,242.5520,34.1765,242.5520,34.1765,-2428184.0538,-4674852.1404,3576874.4915,-2428184.7153,-4674858.6066,6.5000,242.5520,34.1765,48,45,-15.9182,-151.0794,0.0000,,,
nshm23_59_Cucamonga_001,242.5230,34.1690,242.5460,34.1730,135.0000,0,0,0,0,0,0,0,0,0,13.0000,0,0,0,0,0,1,2,0,0,2,0,0.0000,0,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2430765.8906,-4674037.9015,3576184.8864,-2428774.3053,-4674791.7376,3576552.6761,2166.5048,78.1757,242.5345,34.1710,242.5345,34.1710,-2429770.1328,-4674414.8868,3576368.8330,-2429772.4338,-4674420.9659,6.5000,242.5345,34.1711,48,45,25.6896,-131.0563,0.0000,,,
nshm23_59_Cucamonga_002,242.5050,34.1680,242.5230,34.1690,135.0000,0,0,0,0,0,0,0,0,0,13.0000,0,0,0,0,0,1,2,0,0,2,0,0.0000,0,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2432262.9784,-4673329.3889,3576092.9362,-2430765.8906,-4674037.9015,3576184.8864,1663.3383,86.1711,242.5140,34.1685,242.5140,34.1685,-2431514.4551,-4673683.6848,3576138.9418,-2431517.2356,-4673689.5601,6.5000,242.5140,34.1686,48,45,37.2988,-106.1299,0.0000,,,
nshm23_59_Cucamonga_003,242.4800,34.1680,242.5030,34.1670,135.0000,0,0,0,0,0,0,0,0,0,13.0000,0,0,0,0,0,1,2,0,0,2,0,0.0000,0,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2434301.8714,-4672267.6692,3576092.9362,-2432454.9234,-4673299.8473,3576000.9849,2123.5695,92.9878,242.4915,34.1675,242.4915,34.1675,-2433378.4310,-4672783.8227,3576047.0102,-2433381.6020,-4672789.4967,6.5000,242.4915,34.1676,45,48,44.4421,-78.9408,0.0000,,,
nshm23_59_Cucamonga_004,242.4420,34.1710,242.4800,34.1680,135.0000,0,0,0,0,0,0,0,0,0,13.0000,0,0,0,0,0,1,2,0,0,2,0,0.0000,0,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2437313.4701,-4670486.1455,3576368.7834,-2434301.8714,-4672267.6692,3576092.9362,3519.4017,95.4150,242.4610,34.1695,242.4610,34.1695,-2435807.7632,-4671377.0843,3576230.9963,-2435811.0726,-4671382.6787,6.5000,242.4610,34.1696,45,48,46.4799,-48.6582,0.0000,,,
nshm23_59_Cucamonga_005,242.4310,34.1720,242.4420,34.1710,135.0000,0,0,0,0,0,0,0,0,0,13.0000,0,0,0,0,0,1,2,0,0,2,0,0.0000,0,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2438181.2050,-4669962.7962,3576460.7303,-2437313.4701,-4670486.1455,3576368.7834,1020.2340,96.2388,242.4365,34.1715,242.4365,34.1715,-2437747.3453,-4670224.4857,3576414.7684,-2437750.7023,-4670230.0517,6.5000,242.4365,34.1716,45,48,46.8098,-25.5388,0.0000,,,
nshm23_59_Cucamonga_006,242.4230,34.1660,242.4310,34.1720,135.0000,0,0,0,0,0,0,0,0,0,13.0000,0,0,0,0,0,1,2,0,0,2,0,0.0000,0,0,0,0,0,0,-1,0,0,0,0,0.0000,0.0000,0,0.0000,0.0000,0,0,0,-2439006.6009,-4669954.2667,3575909.0326,-2438181.2050,-4669962.7962,3576460.7303,993.4943,47.9376,242.4270,34.1690,242.4270,34.1690,-2438593.9103,-4669958.5456,3576184.8924,-2438593.9774,-4669965.0452,6.5000,242.4270,34.1690,48,45,20.2816,-58.2452,0.0000,,,
