lon1,lat1,dep1,lon2,lat2,dep2,lon3,lat3,dep3,mesh_idx,strike_slip_rate,dip_slip_rate
132.87,31.1848,-2.6591089,132.962,31.0856,0.0,133.036,31.2431,-1.6106382,0,4.3184638607277200,-8.006184479883280
132.542,31.4692,-10.0,132.719,31.497,-7.7317186,132.592,31.5976,-10.0,0,54.9063911977363,-73.8268153357402
132.719,31.497,-7.7317186,132.664,31.3702,-7.5482615,132.811,31.3955,-5.7539373,0,38.90163612006440,-62.42091320309920
132.719,31.497,-7.7317186,132.542,31.4692,-10.0,132.664,31.3702,-7.5482615,0,39.924899935946900,-75.98848406656120
132.195,30.5715,-10.0,132.305,30.6535,-7.7626243,132.206,30.7076,-10.0,0,56.364444305813900,-79.32549774763780
132.346,31.0978,-10.0,132.294,30.969,-10.0,132.48,31.02,-6.7180443,0,-11.905193460692000,-87.69708807488900
136.382,32.8023,0.0,136.535,32.8407,0.0,136.467,32.9296,-2.3557651,0,73.32998193925940,32.76561552619320
136.683,32.8966,0.0,136.826,32.9607,0.0,136.746,33.0426,-2.2961115,0,89.99996664225130,20.520187117350400
132.195,30.5715,-10.0,132.297,30.5282,-7.6542833,132.305,30.6535,-7.7626243,0,59.03483501533450,-74.38626667832910
132.297,30.5282,-7.6542833,132.41,30.5381,-5.1652348,132.305,30.6535,-7.7626243,0,50.09826625290560,-67.60649476063780
132.468,30.6666,-4.3067777,132.305,30.6535,-7.7626243,132.41,30.5381,-5.1652348,0,36.45666045823390,-64.56166570249960
137.637,33.3413,0.0,137.752,33.3999,0.0,137.615,33.4789,-2.2460146,0,73.52404817226510,81.12948977389700
132.297,30.5282,-7.6542833,132.33,30.4195,-6.6666667,132.41,30.5381,-5.1652348,0,56.06175467738520,-63.695716900369100
132.33,30.4195,-6.6666667,132.297,30.5282,-7.6542833,132.178,30.436,-10.0,0,67.14137124054330,-69.25181430905980
132.297,30.5282,-7.6542833,132.195,30.5715,-10.0,132.178,30.436,-10.0,0,70.21025186460340,-74.77101276083090
132.788,31.2775,-4.9254022,132.935,31.3066,-3.4288866,132.811,31.3955,-5.7539373,0,23.314718444713300,-35.75647332440410
132.935,31.3066,-3.4288866,132.788,31.2775,-4.9254022,132.87,31.1848,-2.6591089,0,10.069352994687700,-30.053846205992000
132.664,31.3702,-7.5482615,132.788,31.2775,-4.9254022,132.811,31.3955,-5.7539373,0,23.010234817569400,-57.90133513995390
133.789,31.9263,-3.7056374,133.776,32.0479,-7.0330262,133.647,31.945,-5.9791631,0,78.3172233989921,13.010299529988600
134.458,32.5694,-7.3571455,134.476,32.6962,-8.1886388,134.339,32.699,-10.0,0,27.548781919595400,17.759231009558100
134.748,32.5453,-3.6769105,134.883,32.4746,-1.4920618,134.847,32.5963,-2.7409163,0,78.31090162992210,55.287278495810500
136.617,32.9642,-1.8515813,136.467,32.9296,-2.3557651,136.535,32.8407,0.0,0,81.2253343944206,29.54428404424090
136.683,32.8966,0.0,136.617,32.9642,-1.8515813,136.535,32.8407,0.0,0,86.4750232424893,26.985391983544600
137.106,33.0662,0.0,136.991,33.1493,-1.9826412,136.973,33.0169,0.0,0,77.53055654891200,18.052370969477200
132.664,31.3702,-7.5482615,132.603,31.2565,-7.2004582,132.788,31.2775,-4.9254022,0,9.204713483842090,-70.94485475381420
132.603,31.2565,-7.2004582,132.688,31.1515,-4.4547241,132.788,31.2775,-4.9254022,0,-5.152105756580280,-67.5868477198907
132.831,31.0104,0.0,132.71,31.0298,-2.3233299,132.776,30.9131,0.0,0,-22.745742517031500,-42.41370685044700
132.636,30.9176,-2.7724891,132.72,30.7854,0.0,132.776,30.9131,0.0,0,-18.761907013830100,-46.381434041079400
132.72,30.7854,0.0,132.636,30.9176,-2.7724891,132.541,30.7726,-3.5179775,0,-13.66111907627140,-53.2904919432529
132.876,31.6201,-7.1720434,132.836,31.7612,-10.0,132.756,31.6229,-8.4927546,0,86.3209645581357,-30.443887430174500
132.836,31.7612,-10.0,132.695,31.7015,-10.0,132.756,31.6229,-8.4927546,0,87.27326002721080,-38.8936064756969
133.208,31.238,0.0,133.219,31.2488,0.0,133.163,31.284,-0.91063035,0,37.34097366066910,44.774635301577800
133.262,31.3855,0.0,133.163,31.284,-0.91063035,133.219,31.2488,0.0,0,45.047889829210100,51.31947903637890
133.094,31.1611,0.0,133.208,31.238,0.0,133.163,31.284,-0.91063035,0,30.195964079243700,35.96572744911160
133.163,31.284,-0.91063035,133.036,31.2431,-1.6106382,133.094,31.1611,0.0,0,25.24012763469730,25.691410978331700
136.826,32.9607,0.0,136.973,33.0169,0.0,136.873,33.0946,-2.3962722,0,85.71620424266450,16.74076345911900
136.873,33.0946,-2.3962722,136.746,33.0426,-2.2961115,136.826,32.9607,0.0,0,86.40356401873460,16.534778605582700
132.984,31.5299,-4.9496297,132.984,31.6535,-6.8058928,132.876,31.6201,-7.1720434,0,80.59432259308680,-2.476413207090180
134.709,32.2522,0.0,134.848,32.3208,0.0,134.728,32.3912,-2.1533578,0,89.99994386342070,29.03828063702110
133.66,31.8223,-2.7734885,133.789,31.9263,-3.7056374,133.647,31.945,-5.9791631,0,83.62222930147580,38.59624057121640
134.627,33.022,-10.0,134.512,32.9285,-10.0,134.66,32.9281,-8.3832364,0,2.700292262845380,76.36687859415260
134.512,32.9285,-10.0,134.572,32.7916,-7.9957555,134.66,32.9281,-8.3832364,0,11.328900255990800,70.78360182091360
133.789,31.9263,-3.7056374,133.949,31.9922,-3.3149433,133.776,32.0479,-7.0330262,0,80.78888993873980,-3.27866639750189
133.9,31.8407,0.0,134.037,31.9116,0.0,133.949,31.9922,-3.3149433,0,89.99987840699440,4.272657001135710
134.339,32.699,-10.0,134.281,32.572,-10.0,134.458,32.5694,-7.3571455,0,26.902781691640800,-2.971171758805390
136.746,33.0426,-2.2961115,136.617,32.9642,-1.8515813,136.683,32.8966,0.0,0,88.67666170701300,22.514487522807700
137.112,33.7263,-10.0,136.977,33.6496,-10.0,137.142,33.6013,-7.9712047,0,-4.87305860202361,29.366352873378300
136.878,33.2332,-4.4903772,136.991,33.1493,-1.9826412,137.039,33.2743,-3.9489243,0,60.11840007902300,12.645406513632000
133.086,31.3875,-2.5477505,132.984,31.5299,-4.9496297,132.941,31.4353,-4.6884757,0,57.63781298807080,10.207574056177200
132.666,30.6572,0.0,132.541,30.7726,-3.5179775,132.468,30.6666,-4.3067777,0,6.8653399118279300,-53.19480497861850
132.541,30.7726,-3.5179775,132.666,30.6572,0.0,132.72,30.7854,0.0,0,-3.0671556105430400,-47.096597437676000
132.603,31.2565,-7.2004582,132.521,31.1453,-7.043649,132.688,31.1515,-4.4547241,0,-14.57581406861030,-79.41389248903700
132.664,31.3702,-7.5482615,132.486,31.342,-10.0,132.603,31.2565,-7.2004582,0,10.081557327521200,-84.4768687842178
132.521,31.1453,-7.043649,132.61,31.0557,-4.4818304,132.688,31.1515,-4.4547241,0,-22.36535975348510,-75.90591647606320
132.61,31.0557,-4.4818304,132.521,31.1453,-7.043649,132.48,31.02,-6.7180443,0,-23.466348553102300,-81.10300523786380
133.96,32.2734,-10.0,134.117,32.2049,-5.8910232,134.084,32.3596,-10.0,0,53.87494738553670,-78.11226002727480
134.417,32.818,-10.0,134.339,32.699,-10.0,134.476,32.6962,-8.1886388,0,15.09129080363210,30.308010910511500
134.572,32.7916,-7.9957555,134.417,32.818,-10.0,134.476,32.6962,-8.1886388,0,18.40213355101140,47.84703725114110
132.427,30.8871,-6.6552934,132.48,31.02,-6.7180443,132.294,30.969,-10.0,0,-10.032094813288300,-83.95987226787120
135.735,33.0264,-10.0,135.885,32.9483,-6.9823595,135.884,33.0796,-10.0,0,-36.70196143224060,31.931914550928800
137.732,33.52,-1.3620874,137.828,33.6957,-2.7309865,137.612,33.6346,-4.0220501,0,72.89804467954100,87.76305240457860
137.828,33.6957,-2.7309865,137.732,33.52,-1.3620874,137.899,33.5512,0.0,0,83.00340379451820,89.99993711951180
134.264,32.199,-3.7167563,134.208,32.3226,-7.4391988,134.117,32.2049,-5.8910232,0,67.98383279284130,-60.30386354911770
134.208,32.3226,-7.4391988,134.084,32.3596,-10.0,134.117,32.2049,-5.8910232,0,56.644864338506400,-71.82039742777730
136.873,33.0946,-2.3962722,136.878,33.2332,-4.4903772,136.738,33.1893,-4.9184762,0,70.83824031349310,11.61229313137560
136.991,33.1493,-1.9826412,136.873,33.0946,-2.3962722,136.973,33.0169,0.0,0,78.68414686435160,14.938188080636300
136.878,33.2332,-4.4903772,136.873,33.0946,-2.3962722,136.991,33.1493,-1.9826412,0,70.66482479793970,12.076074282752900
133.262,31.3855,0.0,133.12,31.5311,-3.4678016,133.086,31.3875,-2.5477505,0,60.60070370915340,48.81758763393250
132.984,31.6535,-6.8058928,132.984,31.5299,-4.9496297,133.12,31.5311,-3.4678016,0,77.53574325995510,20.058358335641800
132.984,31.5299,-4.9496297,133.086,31.3875,-2.5477505,133.12,31.5311,-3.4678016,0,65.12475286901330,27.713259634658200
132.688,31.1515,-4.4547241,132.61,31.0557,-4.4818304,132.71,31.0298,-2.3233299,0,-24.940070616722900,-64.4658317032942
138.462,34.6355,-10.0,138.391,34.5129,-10.0,138.576,34.5441,0.0,0,-12.509739397012500,26.1602514225216
133.789,31.9263,-3.7056374,133.9,31.8407,0.0,133.949,31.9922,-3.3149433,0,87.5742133249897,11.267451409793600
136.878,33.2332,-4.4903772,136.754,33.3139,-7.3437822,136.738,33.1893,-4.9184762,0,60.105657513983900,11.16952379540300
136.587,33.2448,-7.3703064,136.738,33.1893,-4.9184762,136.754,33.3139,-7.3437822,0,60.082853168440700,14.988678051309100
138.126,33.7315,0.0,137.994,33.7873,-2.3738344,138.019,33.6431,0.0,0,89.99998329791880,81.98209142732950
134.208,32.3226,-7.4391988,134.264,32.199,-3.7167563,134.41,32.3537,-5.4086896,0,67.20402249924790,-47.83627524757030
134.208,32.3226,-7.4391988,134.41,32.3537,-5.4086896,134.199,32.4545,-10.0,0,53.85281829671610,-50.837952600505800
134.199,32.4545,-10.0,134.084,32.3596,-10.0,134.208,32.3226,-7.4391988,0,45.49784645242420,-69.8351752693713
134.847,32.5963,-2.7409163,134.767,32.6697,-4.4228778,134.748,32.5453,-3.6769105,0,69.26168697905870,59.18451724312650
134.476,32.6962,-8.1886388,134.629,32.6546,-6.0674101,134.572,32.7916,-7.9957555,0,33.06898453488550,49.51679333162510
134.748,32.5453,-3.6769105,134.767,32.6697,-4.4228778,134.629,32.6546,-6.0674101,0,61.35045646719500,55.803546821635900
134.458,32.5694,-7.3571455,134.629,32.6546,-6.0674101,134.476,32.6962,-8.1886388,0,39.71735456114780,32.81343857001660
135.919,32.8188,-3.0658399,135.762,32.6553,0.0,135.92,32.6848,0.0,0,2.524508424531970,29.441374478944400
137.224,33.5079,-5.9128862,137.142,33.6013,-7.9712047,137.062,33.475,-6.7451185,0,11.746353789847300,32.680640604613000
137.899,33.5512,0.0,138.019,33.6431,0.0,137.828,33.6957,-2.7309865,0,88.37663417582910,88.6995561262288
132.408,31.2235,-10.0,132.603,31.2565,-7.2004582,132.486,31.342,-10.0,0,-0.9530614206881230,-89.55460225893680
132.603,31.2565,-7.2004582,132.408,31.2235,-10.0,132.521,31.1453,-7.043649,0,-11.01145931619580,-88.5315392446251
136.433,33.172,-7.2518423,136.468,33.3142,-10.0,136.317,33.264,-10.0,0,44.22709325658390,36.76666888708680
137.224,33.5079,-5.9128862,137.302,33.601,-6.626824,137.142,33.6013,-7.9712047,0,12.266859331310100,42.835231532806600
133.426,31.6852,-2.3588247,133.372,31.5611,0.0,133.495,31.6214,0.0,0,84.65989749725650,89.99992595170690
137.488,33.7704,-7.2298294,137.463,33.5829,-4.9474332,137.612,33.6346,-4.0220501,0,44.00052066504400,74.82327170386070
137.202,33.1595,0.0,137.074,33.1897,-1.77536,137.106,33.0662,0.0,0,68.4760149613404,23.067263491627900
137.074,33.1897,-1.77536,136.991,33.1493,-1.9826412,137.106,33.0662,0.0,0,70.06500220597510,18.217963733857800
137.039,33.2743,-3.9489243,136.931,33.3439,-6.1836091,136.878,33.2332,-4.4903772,0,49.728987340024300,11.894032489537500
136.931,33.3439,-6.1836091,136.754,33.3139,-7.3437822,136.878,33.2332,-4.4903772,0,49.73590757799730,10.123336116514300
133.96,32.2734,-10.0,133.982,32.136,-6.5575368,134.117,32.2049,-5.8910232,0,63.176552885530600,-68.85544912264200
134.037,31.9116,0.0,134.092,32.0476,-2.749328,133.949,31.9922,-3.3149433,0,87.71947102478570,-17.14907488810640
134.092,32.0476,-2.749328,134.037,31.9116,0.0,134.173,31.9849,0.0,0,89.84685611270810,-18.889016657917300
132.427,30.8871,-6.6552934,132.541,30.7726,-3.5179775,132.636,30.9176,-2.7724891,0,-12.563340568416000,-66.55465120057240
132.636,30.9176,-2.7724891,132.61,31.0557,-4.4818304,132.48,31.02,-6.7180443,0,-25.29099390777980,-72.11960474068560
132.48,31.02,-6.7180443,132.427,30.8871,-6.6552934,132.636,30.9176,-2.7724891,0,-18.997422812366200,-74.58076094968640
132.71,31.0298,-2.3233299,132.636,30.9176,-2.7724891,132.776,30.9131,0.0,0,-24.668528184380500,-51.16562228191750
132.61,31.0557,-4.4818304,132.636,30.9176,-2.7724891,132.71,31.0298,-2.3233299,0,-26.85785431727560,-62.25316362818960
134.848,32.3208,0.0,134.964,32.414,0.0,134.883,32.4746,-1.4920618,0,88.0667421284893,45.721103589480400
134.728,32.3912,-2.1533578,134.848,32.3208,0.0,134.883,32.4746,-1.4920618,0,87.98909322002070,40.79499520164170
132.294,30.969,-10.0,132.242,30.84,-10.0,132.427,30.8871,-6.6552934,0,5.831813158707360,-84.52429817653670
137.463,33.5829,-4.9474332,137.615,33.4789,-2.2460146,137.612,33.6346,-4.0220501,0,54.74401896878430,79.1097512820881
136.991,33.1493,-1.9826412,137.074,33.1897,-1.77536,137.039,33.2743,-3.9489243,0,60.84857683857110,15.986024571490100
136.433,33.172,-7.2518423,136.317,33.0998,-6.9058519,136.418,33.0346,-4.734129,0,55.553601139532500,37.22591033876600
135.92,32.6848,0.0,136.075,32.7229,0.0,135.919,32.8188,-3.0658399,0,9.694756224888120,32.0697277371221
138.348,34.1892,-5.1213102,138.215,34.2842,-10.0,138.104,34.1842,-10.0,0,15.32840903016990,30.613350482972100
138.482,34.0911,0.0,138.503,34.2264,0.0,138.348,34.1892,-5.1213102,0,30.06276087023270,37.781047022476000
136.617,32.9642,-1.8515813,136.746,33.0426,-2.2961115,136.601,33.0906,-4.4967302,0,84.57974161746210,21.675173611677300
136.738,33.1893,-4.9184762,136.587,33.2448,-7.3703064,136.601,33.0906,-4.4967302,0,70.02832854739650,19.121949581662700
137.448,33.4041,-2.4907718,137.493,33.2771,0.0,137.637,33.3413,0.0,0,63.40983372933730,67.36668195056210
137.448,33.4041,-2.4907718,137.637,33.3413,0.0,137.615,33.4789,-2.2460146,0,63.25984301963970,74.49444253570380
137.615,33.4789,-2.2460146,137.463,33.5829,-4.9474332,137.448,33.4041,-2.4907718,0,51.73614829851380,72.81661908146500
137.488,33.7704,-7.2298294,137.536,33.9253,-10.0,137.383,33.8785,-10.0,0,27.22600201363770,60.277788204149500
134.288,32.0743,0.0,134.196,32.1115,-2.3687463,134.173,31.9849,0.0,0,88.08082193892570,-31.593238090363300
134.196,32.1115,-2.3687463,134.264,32.199,-3.7167563,134.117,32.2049,-5.8910232,0,76.57968747825110,-52.670632325875900
133.55,32.0635,-10.0,133.493,31.9041,-6.7257668,133.647,31.945,-5.9791631,0,71.68230757821460,32.442065749379700
133.647,31.945,-5.9791631,133.493,31.9041,-6.7257668,133.66,31.8223,-2.7734885,0,81.26280328939790,50.88098859674330
133.55,32.0635,-10.0,133.408,32.0,-10.0,133.493,31.9041,-6.7257668,0,66.44274365531060,33.390362109213600
135.098,32.9817,-10.0,135.11,32.8964,-7.4496623,135.258,32.9649,-10.0,0,-0.08833463983556560,37.4454579004686
138.018,33.9437,-5.8113889,137.994,33.7873,-2.3738344,138.172,33.8778,-2.361536,0,78.2935050147886,69.86779074984250
138.172,33.8778,-2.361536,138.323,33.8578,0.0,138.306,33.951,-2.0562268,0,75.2046434583466,62.05173915078330
138.196,33.9813,-4.399173,138.172,33.8778,-2.361536,138.306,33.951,-2.0562268,0,70.4743920816568,59.15961886464140
135.578,32.9932,-10.0,135.737,32.9009,-6.2419356,135.735,33.0264,-10.0,0,-44.609298733329400,22.618936240633400
134.572,32.7916,-7.9957555,134.732,32.7867,-5.9231571,134.66,32.9281,-8.3832364,0,23.91490076672520,70.75418013304950
134.767,32.6697,-4.4228778,134.732,32.7867,-5.9231571,134.629,32.6546,-6.0674101,0,49.20239959011200,63.14267309533250
134.732,32.7867,-5.9231571,134.572,32.7916,-7.9957555,134.629,32.6546,-6.0674101,0,37.050639467510800,62.23012022513820
134.66,32.9281,-8.3832364,134.732,32.7867,-5.9231571,134.827,32.923,-7.3268474,0,22.754616400557600,73.89985414479080
136.3,32.9307,-3.6184138,136.224,32.7769,0.0,136.382,32.8023,0.0,0,51.945379312733900,36.422350804812500
136.467,32.9296,-2.3557651,136.3,32.9307,-3.6184138,136.382,32.8023,0.0,0,63.13168779826960,35.35354174057050
136.418,33.0346,-4.734129,136.3,32.9307,-3.6184138,136.467,32.9296,-2.3557651,0,63.1997146716366,35.68981333334650
135.126,32.6839,-1.8078754,135.146,32.5921,0.0,135.283,32.6105,0.0,0,53.051884103132800,47.695647017774
135.126,32.6839,-1.8078754,135.033,32.731,-2.9881084,135.042,32.6511,-1.6497646,0,56.39577823061160,56.22607176189050
134.709,32.2522,0.0,134.596,32.3207,-2.4776283,134.561,32.1984,0.0,0,88.48479232021810,7.863557859619250
134.709,32.2522,0.0,134.728,32.3912,-2.1533578,134.596,32.3207,-2.4776283,0,87.22819343447110,19.45975796679700
134.728,32.3912,-2.1533578,134.598,32.4656,-4.521741,134.596,32.3207,-2.4776283,0,80.25280629432670,20.516528718719700
137.074,33.1897,-1.77536,137.214,33.2611,-2.1518443,137.039,33.2743,-3.9489243,0,54.17528995657050,21.466290805981600
137.202,33.1595,0.0,137.349,33.2139,0.0,137.214,33.2611,-2.1518443,0,59.959650891376200,34.91991008800340
137.214,33.2611,-2.1518443,137.074,33.1897,-1.77536,137.202,33.1595,0.0,0,59.74723142042940,25.93056827448920
138.499,34.3099,0.0,138.55,34.41,0.0,138.406,34.3354,-4.9582094,0,4.6329970293111400,29.364501755480400
138.503,34.2264,0.0,138.499,34.3099,0.0,138.406,34.3354,-4.9582094,0,11.791787244128600,31.299102811540800
133.836,32.1868,-10.0,133.982,32.136,-6.5575368,133.96,32.2734,-10.0,0,58.3996133524842,-67.29569750162850
134.196,32.1115,-2.3687463,134.117,32.2049,-5.8910232,134.092,32.0476,-2.749328,0,79.64945210737570,-48.6725519884921
133.982,32.136,-6.5575368,134.092,32.0476,-2.749328,134.117,32.2049,-5.8910232,0,75.53491645362340,-52.887745308428000
134.173,31.9849,0.0,134.196,32.1115,-2.3687463,134.092,32.0476,-2.749328,0,86.89659263717990,-33.12466038838170
134.092,32.0476,-2.749328,133.982,32.136,-6.5575368,133.949,31.9922,-3.3149433,0,80.81088878629990,-35.56139492737990
133.629,31.696,0.0,133.768,31.7644,0.0,133.66,31.8223,-2.7734885,0,89.35273173797620,67.01777174530890
134.66,32.9281,-8.3832364,134.785,33.0439,-10.0,134.627,33.022,-10.0,0,2.328736067783850,76.70230128938900
132.836,31.7612,-10.0,132.984,31.6535,-6.8058928,132.986,31.8078,-10.0,0,89.99970618916570,-0.1715676993964670
132.984,31.6535,-6.8058928,132.836,31.7612,-10.0,132.876,31.6201,-7.1720434,0,87.76039867283300,-12.25024455018180
134.748,32.5453,-3.6769105,134.728,32.3912,-2.1533578,134.883,32.4746,-1.4920618,0,82.35545534897900,45.79988662127410
134.728,32.3912,-2.1533578,134.748,32.5453,-3.6769105,134.598,32.4656,-4.521741,0,77.12160671787620,35.56697358646000
136.317,33.264,-10.0,136.317,33.0998,-6.9058519,136.433,33.172,-7.2518423,0,44.83433088784760,40.11037284585960
136.317,33.0998,-6.9058519,136.317,33.264,-10.0,136.17,33.2075,-10.0,0,30.335155903580700,45.38728676335310
134.901,32.6858,-3.0367079,134.767,32.6697,-4.4228778,134.847,32.5963,-2.7409163,0,65.73142719757190,64.44600463117230
132.984,31.5299,-4.9496297,132.849,31.519,-6.4555701,132.941,31.4353,-4.6884757,0,63.31743400750580,-12.101143596730600
132.876,31.6201,-7.1720434,132.849,31.519,-6.4555701,132.984,31.5299,-4.9496297,0,73.62201419620360,-16.623171000950800
136.738,33.1893,-4.9184762,136.746,33.0426,-2.2961115,136.873,33.0946,-2.3962722,0,79.62596968919260,14.21855355424880
136.601,33.0906,-4.4967302,136.746,33.0426,-2.2961115,136.738,33.1893,-4.9184762,0,79.32847617469580,17.631111184678700
136.606,33.385,-10.0,136.754,33.3139,-7.3437822,136.723,33.4797,-10.0,0,35.07926424245150,14.33518119267310
136.587,33.2448,-7.3703064,136.754,33.3139,-7.3437822,136.606,33.385,-10.0,0,48.895234630392500,17.04155400070490
136.468,33.3142,-10.0,136.587,33.2448,-7.3703064,136.606,33.385,-10.0,0,46.509103647485400,24.070746449718600
133.372,31.5611,0.0,133.231,31.5642,-2.3806239,133.262,31.3855,0.0,0,73.60511932830240,74.54879594386660
133.231,31.5642,-2.3806239,133.12,31.5311,-3.4678016,133.262,31.3855,0.0,0,70.37195124049820,61.16803395376260
137.488,33.7704,-7.2298294,137.342,33.7108,-7.7136038,137.463,33.5829,-4.9474332,0,29.664828030475200,66.238101010846
137.342,33.7108,-7.7136038,137.302,33.601,-6.626824,137.463,33.5829,-4.9474332,0,23.900979968169500,60.54702065232920
135.033,32.731,-2.9881084,135.103,32.7916,-4.259496,134.979,32.862,-5.8456225,0,39.54203684906780,56.39129547639890
135.243,32.7969,-4.8063521,135.103,32.7916,-4.259496,135.126,32.6839,-1.8078754,0,35.65256846629440,46.52864680590150
135.103,32.7916,-4.259496,135.033,32.731,-2.9881084,135.126,32.6839,-1.8078754,0,46.80507750101110,53.654311993253700
132.468,30.6666,-4.3067777,132.375,30.7439,-6.6960409,132.305,30.6535,-7.7626243,0,28.391875330554800,-69.47167597674440
138.348,34.1892,-5.1213102,138.294,34.0715,-4.2322773,138.482,34.0911,0.0,0,38.24059013985400,40.83923845392530
138.196,33.9813,-4.399173,138.294,34.0715,-4.2322773,138.131,34.0594,-7.0353233,0,53.189950440855100,48.78278695720790
137.302,33.601,-6.626824,137.348,33.505,-4.9084762,137.463,33.5829,-4.9474332,0,28.740594160122400,60.125784803256600
137.348,33.505,-4.9084762,137.448,33.4041,-2.4907718,137.463,33.5829,-4.9474332,0,39.99030693029150,63.95865255421910
135.686,32.7807,-3.4213926,135.762,32.6553,0.0,135.919,32.8188,-3.0658399,0,-7.7413224713493700,27.148222084442700
135.737,32.9009,-6.2419356,135.686,32.7807,-3.4213926,135.919,32.8188,-3.0658399,0,-21.291315086292100,26.23889312644410
135.076,32.6074,-0.76372154,135.146,32.5921,0.0,135.126,32.6839,-1.8078754,0,60.65943709593750,52.781892946166600
135.042,32.6511,-1.6497646,135.076,32.6074,-0.76372154,135.126,32.6839,-1.8078754,0,61.292696335884100,55.32161891450450
135.146,32.5921,0.0,135.076,32.6074,-0.76372154,134.977,32.4831,0.0,0,71.96825634974540,54.70372977015180
136.079,32.947,-5.6157998,136.031,33.1379,-10.0,135.884,33.0796,-10.0,0,-13.542904226403900,41.46151674204060
