name,lon1,lat1,lon2,lat2,dip,res,other3,other6,rake,rakeSig,rakeTog,other7,other8,other9,locking_depth,locking_depth_sig,locking_depth_flag,dip_sig,dip_flag,ss_rate,ss_rate_sig,ss_rate_flag,ds_rate,ds_rate_sig,ds_rate_flag,ts_rate,ts_rate_sig,ts_rate_flag,burial_depth,burial_depth_sig,burial_depth_flag,resolution_override,resolution_other,patch_file_name,patch_flag,patch_slip_file,patch_slip_flag,ss_rate_bound_flag,ss_rate_bound_min,ss_rate_bound_max,ds_rate_bound_flag,ds_rate_bound_min,ds_rate_bound_max,ts_rate_bound_flag,ts_rate_bound_min,ts_rate_bound_max,x1,y1,z1,x2,y2,z2,length,azimuth,mid_lon_plate_carree,mid_lat_plate_carree,mid_lon,mid_lat,mid_x,mid_y,mid_z,centroid_x,centroid_y,centroid_z,centroid_lon,centroid_lat,west_labels,east_labels,model_strike_slip_rate,model_dip_slip_rate,model_tensile_slip_rate,model_strike_slip_rate_uncertainty,model_dip_slip_rate_uncertainty,model_tensile_slip_rate_uncertainty
2sw_hokka                   ,140.2720,42.7950,140.4010,42.5260,45.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,1.0000,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-3615778.1116,2991125.4996,4303913.1444,-3593454.1547,2986310.8177,4325897.1786,31698.6718,160.4653,140.3365,42.6605,140.3366,42.6605,-3604627.1780,2988727.3702,4314918.6639,-3604627.1780,2988727.3702,0.0000,140.3366,42.6605,1,0,-2.4665,11.2177,0.0000,0.0000,0.0000,0.0000
2sw_hokkba                  ,140.0760,43.2730,140.2720,42.7950,45.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,1.0000,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-3593454.1547,2986310.8177,4325897.1786,-3555416.1218,2975320.6663,4364726.1764,55452.9440,163.1918,140.1740,43.0340,140.1744,43.0340,-3574468.6579,2980843.8397,4345353.2973,-3574468.6579,2980843.8397,0.0000,140.1744,43.0340,1,0,-2.8461,10.1437,0.0000,0.0000,0.0000,0.0000
aleun                       ,197.4950,53.3520,204.2360,54.6170,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-3624901.3638,-1142579.2394,5108713.5607,-3362037.1708,-1513499.2236,5191375.3114,463868.7005,69.6304,200.8655,53.9845,200.8144,54.0318,-3495756.3714,-1328916.9843,5153447.2446,-3495756.3714,-1328916.9843,0.0000,200.8144,54.0318,2,3,-13.4420,0.0000,-61.8632,0.0000,0.0000,0.0000
alu_1                       ,164.0250,55.2350,171.7200,52.0860,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-3490577.9974,999259.0587,5230841.0451,-3871869.5556,563464.4512,5023493.3481,617198.9626,121.4200,167.8725,53.6605,168.0161,53.7225,-3685489.0402,782289.8659,5133180.7451,-3685489.0402,782289.8659,7.5000,168.0161,53.7225,3,2,-75.0268,0.0000,-10.5732,0.0000,0.0000,0.0000
alu_2a                      ,171.7200,52.0860,177.5180,50.7030,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-3871869.5556,563464.4512,5023493.3481,-4028976.4208,174640.7737,4927595.8704,431733.1228,108.5881,174.6190,51.3945,174.6627,51.4304,-3952666.4559,369270.1808,4978395.2116,-3952666.4559,369270.1808,7.5000,174.6627,51.4304,3,2,-68.7877,0.0000,-30.2069,0.0000,0.0000,0.0000
alu_2b                      ,177.5180,50.7030,179.4150,50.5160,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-4028976.4208,174640.7737,4927595.8704,-4048609.6233,41338.4538,4914407.6664,135877.4432,98.0722,178.4665,50.6095,178.4684,50.6134,-4039020.2971,107996.0506,4921280.6620,-4039020.2971,107996.0506,7.5000,178.4684,50.6134,3,2,-60.2439,0.0000,-43.6140,0.0000,0.0000,0.0000
alu_3a                      ,179.4150,50.5160,182.6050,50.4620,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-4048609.6233,41338.4538,4914407.6664,-4049261.7766,-184229.9961,4910589.5608,226443.5200,90.2889,181.0100,50.4890,181.0109,50.4999,-4049568.6374,-71456.7644,4913271.7454,-4049568.6374,-71456.7644,7.5000,181.0109,50.4999,3,2,-52.0901,0.0000,-51.9763,0.0000,0.0000,0.0000
alu_3b                      ,182.6050,50.4620,189.2760,51.3120,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-4049261.7766,-184229.9961,4910589.5608,-3928109.9142,-641563.2570,4970181.1386,478674.4187,76.0344,185.9405,50.8870,185.9101,50.9347,-3991472.1235,-413190.7882,4943862.3688,-3991472.1235,-413190.7882,7.5000,185.9101,50.9347,2,3,-33.7633,0.0000,-63.1118,0.0000,0.0000,0.0000
alu_4                       ,189.2760,51.3120,197.4950,53.3520,90.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-3928109.9142,-641563.2570,4970181.1386,-3624901.3638,-1142579.2394,5108713.5607,604072.3108,64.7243,193.3855,52.3320,193.2908,52.4036,-3780702.5426,-893079.2017,5045101.5139,-3780702.5426,-893079.2017,0.0000,193.2908,52.4036,2,3,-14.4590,0.0000,-66.1672,0.0000,0.0000,0.0000
amur-okh                    ,139.8500,54.0250,142.3760,54.0960,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-2957497.4051,2279553.7854,5157634.6420,-2859040.5273,2411802.9785,5153003.5045,165583.9702,86.2424,141.1130,54.0605,141.1119,54.0671,-2908511.9455,2345874.1486,5155752.5351,-2908511.9455,2345874.1486,0.0000,141.1119,54.0671,4,5,-3.4333,0.0000,-0.1149,0.0000,0.0000,0.0000
amur1                       ,124.8630,57.1310,139.8500,54.0250,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-2859040.5273,2411802.9785,5153003.5045,-1975356.7889,2835507.9897,5348103.5385,1003982.8141,103.7916,132.3565,55.5780,132.6540,55.8071,-2424602.1233,2631750.0919,5266834.6717,-2424602.1233,2631750.0919,0.0000,132.6540,55.8071,5,4,-3.1569,0.0000,0.9506,0.0000,0.0000,0.0000
amur10a                     ,117.6450,39.7630,120.9710,41.1290,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-2271070.5439,4335859.7017,4072703.1187,-2468120.7671,4112356.0964,4188228.5846,320317.3188,60.6667,119.3080,40.4460,119.2912,40.4580,-2370343.8924,4225430.3729,4131774.3715,-2370343.8924,4225430.3729,0.0000,119.2912,40.4580,5,4,3.8209,0.0000,1.8512,0.0000,0.0000,0.0000
amur10b                     ,120.9710,41.1290,122.6960,42.1780,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-2468120.7671,4112356.0964,4188228.5846,-2548940.8547,3970993.1971,4275332.1519,184982.5992,50.3929,121.8335,41.6535,121.8265,41.6568,-2508795.0464,4042096.2311,4232228.3653,-2508795.0464,4042096.2311,0.0000,121.8265,41.6568,5,4,3.3736,0.0000,2.4770,0.0000,0.0000,0.0000
amur11                      ,122.6960,42.1780,125.0370,40.1440,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-2548940.8547,3970993.1971,4275332.1519,-2794425.1700,3985372.6339,4105160.7033,299357.9051,138.2071,123.8665,41.1610,123.8846,41.1670,-2672410.5300,3979276.5688,4191411.6250,-2672410.5300,3979276.5688,0.0000,123.8846,41.1670,4,5,2.6357,0.0000,-3.2926,0.0000,0.0000,0.0000
amur12a                     ,125.0370,40.1440,126.0220,36.8400,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-2794425.1700,3985372.6339,4105160.7033,-2996906.2186,4121558.5934,3817808.1852,376688.2219,166.5046,125.5295,38.4920,125.5407,38.4933,-2896922.4265,4055231.7747,3963242.0024,-2896922.4265,4055231.7747,0.0000,125.5407,38.4933,4,5,0.8049,0.0000,-4.2905,0.0000,0.0000,0.0000
amur12b                     ,126.0220,36.8400,126.2650,34.2470,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-2996906.2186,4121558.5934,3817808.1852,-3113441.1667,4243867.6047,3583353.6411,288537.2444,175.5491,126.1435,35.5435,126.1455,35.5437,-3055954.6176,4183783.5681,3701546.6891,-3055954.6176,4183783.5681,0.0000,126.1455,35.5437,4,5,0.1359,0.0000,-4.5123,0.0000,0.0000,0.0000
amur2                       ,119.5000,57.3620,124.8630,57.1310,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-1975356.7889,2835507.9897,5348103.5385,-1691056.4278,2988932.1173,5361992.5790,324698.5628,92.2840,122.1815,57.2465,122.1899,57.2751,-1833794.1463,2913155.2790,5356778.5852,-1833794.1463,2913155.2790,0.0000,122.1899,57.2751,5,4,-3.1417,0.0000,0.3655,0.0000,0.0000,0.0000
amur3                       ,110.2870,56.0960,119.5000,57.3620,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-1691056.4278,2988932.1173,5361992.5790,-1231483.2822,3331454.7283,5284809.3419,580809.6797,72.1403,114.8935,56.7290,114.8159,56.8142,-1462779.8089,3163436.1220,5328911.5769,-1462779.8089,3163436.1220,0.0000,114.8159,56.8142,4,5,-3.0944,0.0000,-0.6984,0.0000,0.0000,0.0000
amur4a                      ,108.9120,54.8300,110.2870,56.0960,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-1231483.2822,3331454.7283,5284809.3419,-1188750.8622,3469685.6872,5205046.0211,165614.4622,31.1134,109.5995,55.4630,109.5885,55.4650,-1210219.1985,3400852.7134,5245371.4620,-1210219.1985,3400852.7134,0.0000,109.5885,55.4650,4,5,-1.9399,0.0000,-2.6087,0.0000,0.0000,0.0000
amur4b                      ,108.3620,53.2200,108.9120,54.8300,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-1188750.8622,3469685.6872,5205046.0211,-1201002.8447,3618358.3061,5099943.8034,182789.3343,11.1507,108.6370,54.0250,108.6317,54.0254,-1194998.7298,3544380.9615,5153027.5661,-1194998.7298,3544380.9615,0.0000,108.6317,54.0254,4,5,-0.9568,0.0000,-3.2111,0.0000,0.0000,0.0000
amur5                       ,104.5130,51.6090,108.3620,53.2200,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-1201002.8447,3618358.3061,5099943.8034,-990956.3276,3828160.4100,4990745.9255,317301.3385,54.0941,106.4375,52.4145,106.4024,52.4302,-1096321.2090,3724398.8283,5046908.4236,-1096321.2090,3724398.8283,0.0000,106.4024,52.4302,4,5,-2.9778,0.0000,-1.7499,0.0000,0.0000,0.0000
amur6                       ,104.5130,51.6090,107.1250,43.5550,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-990956.3276,3828160.4100,4990745.9255,-1358794.4815,4409982.8359,4387491.3567,916602.9037,166.6455,105.8190,47.5820,105.9193,47.5908,-1177867.3324,4129644.2360,4701384.7421,-1177867.3324,4129644.2360,0.0000,105.9193,47.5908,4,5,0.5466,0.0000,-3.7369,0.0000,0.0000,0.0000
amur7                       ,107.1250,43.5550,112.2240,40.5890,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-1358794.4815,4409982.8359,4387491.3567,-1828891.5836,4476201.4210,4142840.5563,535175.1133,126.2489,109.6745,42.0720,109.7339,42.1005,-1595221.9093,4446989.7383,4268946.0981,-1595221.9093,4446989.7383,0.0000,109.7339,42.1005,4,5,3.1330,0.0000,-2.6841,0.0000,0.0000,0.0000
amur8                       ,112.2240,40.5890,113.6620,41.3830,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-1828891.5836,4476201.4210,4142840.5563,-1917419.7649,4375887.2194,4209449.3642,149726.1383,53.4507,112.9430,40.9860,112.9387,40.9883,-1873285.3296,4426347.1163,4176434.4531,-1873285.3296,4426347.1163,0.0000,112.9387,40.9883,5,4,3.5403,0.0000,2.2574,0.0000,0.0000,0.0000
amur9a                      ,113.6620,41.3830,115.1400,40.9070,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-1917419.7649,4375887.2194,4209449.3642,-2044436.1890,4356483.9421,4169613.8662,134868.1006,112.5886,114.4010,41.1450,114.4037,41.1474,-1981037.3070,4366428.6246,4189766.5468,-1981037.3070,4366428.6246,0.0000,114.4037,41.1474,4,5,3.7532,0.0000,-1.8719,0.0000,0.0000,0.0000
amur9b                      ,115.1400,40.9070,117.6450,39.7630,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-2044436.1890,4356483.9421,4169613.8662,-2271070.5439,4335859.7017,4072703.1187,247870.0733,120.0124,116.3925,40.3350,116.4031,40.3418,-2158155.5838,4346989.8610,4121940.6941,-2158155.5838,4346989.8610,0.0000,116.4031,40.3418,4,5,3.5301,0.0000,-2.3568,0.0000,0.0000,0.0000
arc1                        ,140.4000,68.4000,162.3900,86.4210,90.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-1806092.8390,1494129.9375,5920300.3174,-378858.9119,120253.9073,6355026.0727,2046023.8634,4.2651,151.3950,77.4105,143.5418,77.5240,-1106349.5758,817407.1729,6217088.3532,-1106349.5758,817407.1729,0.0000,143.5418,77.5240,6,2,8.5506,0.0000,-7.9019,0.0000,0.0000,0.0000
arc2                        ,162.3900,86.4210,285.1230,83.2540,90.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-378858.9119,120253.9073,6355026.0727,195139.7999,-722067.6601,6323360.6741,1026005.7248,38.2403,223.7565,84.8375,253.0226,87.1588,-92158.3085,-301862.7747,6359617.6908,-92158.3085,-301862.7747,0.0000,253.0226,87.1588,2,6,36.0011,0.0000,2.7298,0.0000,0.0000,0.0000
arctic1a                    ,144.8800,65.1610,148.9790,63.8890,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-2187826.7727,1538771.6081,5778403.5349,-2401584.5310,1444215.8499,5717602.9751,242495.0492,123.9131,146.9295,64.5250,146.9772,64.5393,-2295113.0604,1491761.9200,5749039.3872,-2295113.0604,1491761.9200,7.5000,146.9772,64.5393,7,2,3.1587,0.0000,-0.0593,0.0000,0.0000,0.0000
arctic1b                    ,148.9790,63.8890,154.0210,61.5750,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-2401584.5310,1444215.8499,5717602.9751,-2724690.6526,1327684.4324,5599791.6352,364487.0721,132.7470,151.5000,62.7320,151.5987,62.7547,-2564165.7020,1386514.1233,5661005.5909,-2564165.7020,1386514.1233,7.5000,151.5987,62.7547,7,2,3.1422,0.0000,-0.1255,0.0000,0.0000,0.0000
arctic2a                    ,162.6460,56.3870,164.8730,58.6880,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-3364440.5478,1051386.0833,5302780.2675,-3194485.8409,863553.5977,5440026.3655,288857.8200,26.5615,163.7595,57.5375,163.7244,57.5425,-3280293.5085,957708.0321,5372785.2446,-3280293.5085,957708.0321,7.5000,163.7244,57.5425,7,2,1.8269,0.0000,-2.6778,0.0000,0.0000,0.0000
arctic2b                    ,164.8730,58.6880,170.6340,62.1560,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-3194485.8409,863553.5977,5440026.3655,-2934368.8316,483992.7734,5630238.1847,499642.6927,36.9181,167.7535,60.4220,167.6000,60.4533,-3066748.8783,674269.5363,5539382.9414,-3066748.8783,674269.5363,7.5000,167.6000,60.4533,7,2,1.4819,0.0000,-3.1204,0.0000,0.0000,0.0000
arctic3                     ,154.0210,61.5750,170.6340,62.1560,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-2724690.6526,1327684.4324,5599791.6352,-2934368.8316,483992.7734,5630238.1847,874300.6430,78.4578,162.3275,61.8655,162.2483,62.1164,-2836120.6604,907942.1370,5628180.1799,-2836120.6604,907942.1370,7.5000,162.2483,62.1164,2,7,1.3655,0.0000,3.0767,0.0000,0.0000,0.0000
arctic_1a                   ,79.5300,70.2610,109.5550,70.3890,90.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,390793.0999,2114709.7387,5993299.1695,-715319.1033,2013853.0982,5998088.5072,1117312.3478,75.1194,94.5425,70.3250,94.4945,70.9478,-162881.2817,2072130.1475,6018645.8445,-162881.2817,2072130.1475,0.0000,94.4945,70.9478,6,4,5.3522,0.0000,29.4344,0.0000,0.0000,0.0000
arctic_1b                   ,109.5550,70.3890,140.4000,68.4000,90.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-715319.1033,2013853.0982,5998088.5072,-1806092.8390,1494129.9375,5920300.3174,1218175.1478,85.6468,124.9775,69.3945,125.7066,70.0763,-1266387.4394,1761935.2860,5986334.3010,-1266387.4394,1761935.2860,0.0000,125.7066,70.0763,4,6,6.1583,0.0000,5.3526,0.0000,0.0000,0.0000
asddf                       ,140.4970,42.2200,140.8080,42.3750,90.0000,100,0,0,0,0,0,0,0,0,5.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-3645712.4892,2972523.0142,4291531.0598,-3638468.7422,2999642.1537,4278789.9718,30889.4863,56.0205,140.6525,42.2975,140.6523,42.2976,-3642101.2698,2986091.2443,4285173.1451,-3642101.2698,2986091.2443,-5.0000,140.6523,42.2976,0,8,11.2914,0.0000,-2.8477,0.0000,0.0000,0.0000
asdf                        ,139.5980,39.4190,139.6000,40.0200,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-3745893.9290,3188231.0897,4043242.8387,-3713501.8926,3160437.8340,4094616.9360,66728.7990,0.1466,139.5990,39.7195,139.5990,39.7195,-3729748.7873,3174377.7608,4068986.5172,-3729748.7873,3174377.7608,0.0000,139.5990,39.7195,9,1,0.2873,0.0000,-0.5061,0.0000,0.0000,0.0000
asdf                        ,131.2360,33.2080,131.2630,33.4120,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-3505404.3313,3995318.5359,3506268.9189,-3511727.9288,4006332.5781,3487322.4241,22764.9189,6.3338,131.2495,33.3100,131.2495,33.3100,-3508571.7291,4000831.9312,3496801.3586,-3508571.7291,4000831.9312,0.0000,131.2495,33.3100,5,10,-4.5776,0.0000,3.8356,0.0000,0.0000,0.0000
atotsugawaa                 ,136.8980,36.2110,136.9750,36.2540,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-3751124.8876,3510486.1946,3761635.3114,-3753774.3695,3503514.6554,3765489.9420,8407.3110,55.3989,136.9365,36.2325,136.9365,36.2325,-3752450.4436,3507001.1811,3763563.4504,-3752450.4436,3507001.1811,0.0000,136.9365,36.2325,5,11,-7.2637,0.0000,-11.3228,0.0000,0.0000,0.0000
atotsugawabaa               ,136.9750,36.2540,137.0970,36.3030,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-3753774.3695,3503514.6554,3765489.9420,-3758865.6331,3493320.2811,3769879.8425,12235.6324,63.5804,137.0360,36.2785,137.0360,36.2785,-3756321.7276,3498419.0659,3767686.6350,-3756321.7276,3498419.0659,0.0000,137.0360,36.2785,5,11,-8.7777,0.0000,-9.9625,0.0000,0.0000,0.0000
atotsugawabab               ,137.0970,36.3030,137.2670,36.3710,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-3758865.6331,3493320.2811,3769879.8425,-3765924.9140,3479113.5862,3775967.3804,17025.7388,63.6421,137.1820,36.3370,137.1820,36.3370,-3762398.6214,3486220.0161,3772926.9903,-3762398.6214,3486220.0161,0.0000,137.1820,36.3370,5,11,-8.7731,0.0000,-9.6524,0.0000,0.0000,0.0000
atotsugawabba               ,137.2670,36.3710,137.5370,36.4660,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-3765924.9140,3479113.5862,3775967.3804,-3777654.1090,3457097.0159,3784463.1214,26410.0782,66.3942,137.4020,36.4185,137.4019,36.4186,-3771797.5838,3468112.6799,3780223.3914,-3771797.5838,3468112.6799,0.0000,137.4019,36.4186,5,11,-9.1969,0.0000,-8.7754,0.0000,0.0000,0.0000
atotsugawabbb               ,137.5370,36.4660,137.8430,36.5620,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-3777654.1090,3457097.0159,3784463.1214,-3791357.5793,3432611.8345,3793037.7221,29407.3080,68.6702,137.6900,36.5140,137.6899,36.5141,-3784515.8826,3444863.5131,3788760.5323,-3784515.8826,3444863.5131,0.0000,137.6899,36.5141,5,11,-9.5025,0.0000,-7.8331,0.0000,0.0000,0.0000
aus-pac2                    ,158.7000,-59.8000,185.8400,-15.1800,90.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,0,-1.0000,1.0000,0,-1.0000,1.0000,0,-1.0000,1.0000,-6113377.0275,-625286.4777,-1667330.0819,-2984161.9748,1163476.1359,-5503221.9700,5423522.6676,35.8760,172.2700,-37.4900,176.6013,-38.2398,-4992370.0037,296489.6344,-3941153.0172,-4992370.0037,296489.6344,-7.5000,176.6013,-38.2398,6,3,94.4754,0.0000,1.0793,0.0000,0.0000,0.0000
