lon,lat,corr,other1,name,east_vel,north_vel,east_sig,north_sig,flag,up_vel,up_sig,east_adjust,north_adjust,up_adjust,depth,x,y,z,block_label,model_east_vel,model_north_vel,model_east_vel_residual,model_north_vel_residual,model_east_vel_rotation,model_north_vel_rotation,model_east_elastic_segment,model_north_elastic_segment,model_east_vel_tde,model_north_vel_tde,model_east_vel_block_strain_rate,model_north_vel_block_strain_rate,model_east_vel_mogi,model_north_vel_mogi
113.3480,31.6940,-0.0620,0,C065_GPS,22.3600,-7.8660,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2147171.3648,4974201.2395,3345344.3202,12,22.5584,-8.0478,0.1984,-0.1818,22.7424,-8.0818,0.0771,-0.0185,0.1056,-0.0159,0.0000,0.0000,-0.0013,-0.0003
113.5630,24.8140,-0.0390,0,F037_GPS,26.1560,-8.5480,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2310424.6801,5297675.7205,2672250.2164,12,25.4408,-8.2776,-0.7152,0.2704,25.2013,-8.0564,-0.2931,0.2208,0.0527,-0.0001,0.0000,0.0000,-0.0009,-0.0005
113.8960,22.5870,-0.0070,0,F042_GPS,26.3500,-8.2200,1.7000,1.6000,1,0,1,0,0,0,0.0000,-2381470.3787,5375106.4291,2445645.3490,12,27.0796,-8.6269,0.7296,-0.4069,25.9082,-8.0167,-1.2138,0.6077,0.0417,0.0020,0.0000,0.0000,-0.0008,-0.0005
114.0740,32.0990,-0.0140,0,C062_GPS,22.1080,-8.5060,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2200324.8004,4924882.2243,3383556.9023,12,22.3271,-7.9482,0.2191,0.5578,22.5322,-7.9954,0.0897,-0.0298,0.1141,-0.0178,0.0000,0.0000,-0.0014,-0.0003
114.3450,33.0260,0.0130,0,C056_GPS,21.0660,-7.3840,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2200737.1642,4863903.4902,3470381.8571,12,21.9206,-7.9101,0.8546,-0.5261,22.1488,-7.9628,0.1009,-0.0306,0.1259,-0.0225,0.0000,0.0000,-0.0015,-0.0003
114.4530,22.8300,-0.0290,0,F041_GPS,26.6830,-8.0750,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2429295.5608,5342211.3123,2470557.1912,12,26.8467,-8.5442,0.1637,-0.4692,25.8007,-7.9498,-1.0897,0.5917,0.0430,0.0021,0.0000,0.0000,-0.0008,-0.0005
114.6350,31.2510,-0.0200,0,C064_GPS,22.6550,-8.0600,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2269066.8310,4948083.7498,3303355.0192,12,22.6184,-7.8711,-0.0366,0.1889,22.8186,-7.9278,0.0903,-0.0429,0.1085,-0.0142,0.0000,0.0000,-0.0014,-0.0004
115.7910,32.9430,-0.0540,0,C058_GPS,22.2030,-7.8690,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2324960.7663,4811340.9176,3462644.5777,12,21.8230,-7.7208,-0.3800,0.1482,22.0735,-7.7859,0.1119,-0.0425,0.1370,-0.0230,0.0000,0.0000,-0.0016,-0.0004
115.8010,23.4310,-0.0610,0,F027_GPS,25.4160,-8.9680,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2542878.4542,5259962.4435,2531978.6180,12,26.0821,-8.2808,0.6661,0.6872,25.5329,-7.7847,-0.5964,0.4930,0.0463,0.0026,0.0000,0.0000,-0.0009,-0.0006
115.8460,40.8700,-0.0970,0,HB34_GUA,13.6100,-3.8500,1.5600,1.4300,1,0,1,0,0,0,0.0000,-2099133.7487,4333384.6341,4166505.3197,5,12.0781,-5.8483,-1.5319,-1.9983,12.5018,-6.0034,0.2144,-0.0667,0.2072,-0.0881,0.0000,0.0000,-0.0021,0.0002
115.8780,31.6890,-0.0190,0,C061_GPS,21.3230,-7.8620,1.7000,1.6000,1,0,1,0,0,0,0.0000,-2364779.3961,4874833.7860,3344871.5115,12,22.3338,-7.7057,1.0108,0.1563,22.5604,-7.7751,0.1037,-0.0538,0.1214,-0.0161,0.0000,0.0000,-0.0015,-0.0004
116.1040,43.9030,-0.0410,0,XHOT_GUA,10.6400,-5.4100,3.3200,3.1700,1,0,1,0,0,0,0.0000,-2018657.3288,4119864.2447,4415437.9914,5,10.6276,-5.7463,-0.0124,-0.3363,11.0917,-5.9518,0.2543,-0.0941,0.2077,-0.1108,0.0000,0.0000,-0.0021,0.0006
116.9710,31.0850,0.0440,0,B072_GPS,23.5820,-6.9780,1.7000,1.6000,1,0,1,0,0,0,0.0000,-2473193.3878,4859994.8771,3287569.8811,12,22.4883,-7.5583,-1.0937,-0.5803,22.7183,-7.6379,0.1081,-0.0670,0.1204,-0.0131,0.0000,0.0000,-0.0016,-0.0005
116.9840,33.6460,0.0450,0,B058_GPS,20.9320,-7.1770,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2405170.7714,4723673.9507,3527946.9143,4,19.8910,-5.4322,-1.0410,1.7448,20.1797,-5.5030,0.1280,-0.0423,0.1590,-0.0289,0.0000,0.0000,-0.0018,-0.0004
117.0150,23.4230,0.0200,0,F025_GPS,26.7780,-7.0750,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2653909.5351,5205221.4462,2531162.8428,12,25.6578,-8.1510,-1.1202,-1.0760,25.4706,-7.6323,-0.2345,0.5145,0.0464,0.0035,0.0000,0.0000,-0.0009,-0.0006
117.1080,32.4980,0.0200,0,B065_GPS,20.9100,-7.5680,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2447111.1877,4780428.5247,3421038.0613,12,21.8944,-7.5521,0.9844,0.0159,22.1546,-7.6205,0.1159,-0.0479,0.1426,-0.0210,0.0000,0.0000,-0.0017,-0.0005
117.5640,26.2910,0.0930,0,F014_GPS,24.4560,-10.0340,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2641671.6168,5060793.9428,2820334.5899,12,23.8994,-7.1762,-0.5566,2.8578,24.4578,-7.5623,0.4907,-0.3874,0.0665,0.0007,0.0000,0.0000,-0.0012,-0.0007
117.6080,24.5570,0.0180,0,F022_GPS,27.4650,-8.9310,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2683894.7801,5132071.7953,2646299.1815,12,24.2049,-7.2589,-3.2601,1.6721,25.0577,-7.5566,0.7985,-0.3013,0.0534,0.0029,0.0000,0.0000,-0.0010,-0.0007
117.7080,32.5620,0.0280,0,B062_GPS,21.6190,-6.8230,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2495258.2790,4751154.6866,3427034.6842,4,20.3780,-5.2944,-1.2410,1.5286,20.6486,-5.3606,0.1195,-0.0450,0.1493,-0.0217,0.0000,0.0000,-0.0018,-0.0005
117.8150,31.6570,0.0290,0,B070_GPS,22.2640,-6.9160,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2529071.7117,4793768.8915,3341844.9326,12,22.1888,-7.4623,-0.0752,-0.5463,22.4371,-7.5300,0.1115,-0.0523,0.1350,-0.0160,0.0000,0.0000,-0.0017,-0.0006
117.9140,40.9610,0.0480,0,HB58_GUA,12.5900,-3.3100,1.6500,1.4900,1,0,1,0,0,0,0.0000,-2251038.4840,4248960.9903,4174147.5427,5,11.8319,-5.3995,-0.7581,-2.0895,12.3234,-5.5861,0.2440,-0.0796,0.2451,-0.1067,0.0000,0.0000,-0.0025,0.0003
118.2210,31.0850,0.0210,0,B073_GPS,22.5620,-7.5860,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2578625.0643,4804885.9005,3287569.8811,12,22.3946,-7.4105,-0.1674,0.1755,22.6332,-7.4776,0.1084,-0.0549,0.1284,-0.0128,0.0000,0.0000,-0.0017,-0.0006
118.4770,32.9710,0.2050,0,B061_GPS,20.2700,-6.9670,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2547070.1808,4695613.7915,3465255.5572,4,20.1235,-5.1456,-0.1465,1.8214,20.4196,-5.2084,0.1292,-0.0380,0.1649,-0.0253,0.0000,0.0000,-0.0020,-0.0005
118.5960,24.7750,0.0090,0,F020_GPS,27.9300,-6.5590,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2767148.8335,5076153.1516,2668315.5691,12,23.3451,-6.5281,-4.5849,0.0309,24.9291,-7.4287,1.5281,-0.9050,0.0549,0.0036,0.0000,0.0000,-0.0011,-0.0008
118.6720,33.7610,0.0580,0,B054_GPS,20.1910,-7.2530,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2539869.2556,4644553.1190,3538579.0864,4,19.7106,-5.1000,-0.4804,2.1530,20.0383,-5.1696,0.1429,-0.0376,0.1828,-0.0325,0.0000,0.0000,-0.0021,-0.0005
119.0120,33.5070,0.0550,0,B053_GPS,20.2420,-7.2290,1.7000,1.6000,1,0,1,0,0,0,0.0000,-2574968.5385,4643072.5782,3515076.8869,4,19.8150,-5.0371,-0.4270,2.1919,20.1414,-5.1019,0.1418,-0.0347,0.1826,-0.0307,0.0000,0.0000,-0.0021,-0.0005
119.4630,31.3810,0.0590,0,B074_GPS,23.1040,-7.2970,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2673776.9458,4733013.6548,3315697.5207,4,20.8547,-4.9761,-2.2493,2.3209,21.1097,-5.0118,0.1105,-0.0225,0.1426,-0.0140,0.0000,0.0000,-0.0019,-0.0007
120.0380,33.5500,0.0550,0,B052_GPS,20.0920,-7.1580,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2656373.8393,4593935.4431,3519060.4758,4,19.7170,-4.8371,-0.3750,2.3209,20.0716,-4.8965,0.1530,-0.0271,0.1994,-0.0329,0.0000,0.0000,-0.0023,-0.0006
121.3770,29.5990,0.0230,0,F003_GPS,23.0490,-7.0680,1.7000,1.6000,1,0,1,0,0,0,0.0000,-2882680.7762,4726854.9833,3145050.8694,12,22.8151,-7.1806,-0.2339,-0.1126,23.0067,-7.0570,0.0757,0.1265,0.1140,-0.0040,0.0000,0.0000,-0.0020,-0.0010
121.8010,31.7330,0.0280,0,B014_GPS,21.9940,-6.3400,1.8000,1.6000,1,0,1,0,0,0,0.0000,-2853843.5079,4602599.0142,3349031.3537,4,20.5345,-4.5585,-1.4595,1.7815,20.8452,-4.5400,0.1368,0.0333,0.1715,-0.0157,0.0000,0.0000,-0.0024,-0.0009
122.1720,46.0620,0.0400,0,UHOT_GUA,12.7500,-5.0900,3.3400,3.1900,1,0,1,0,0,0,0.0000,-2352547.7810,3739834.3741,4585140.0473,5,8.9794,-4.3369,-3.7706,0.7531,9.6745,-4.7046,0.3971,-0.1727,0.2947,-0.1935,0.0000,0.0000,-0.0034,0.0015
122.4340,30.7410,0.0390,0,B019_GPS,21.8990,-6.9990,1.7000,1.6000,1,0,1,0,0,0,0.0000,-2935179.0775,4619041.2632,3254770.8143,12,22.2289,-7.0006,0.3299,-0.0016,22.4962,-6.9114,0.1203,0.0964,0.1446,-0.0082,0.0000,0.0000,-0.0024,-0.0011
122.9430,24.4540,0.0270,0,950499_G,28.7700,-78.3840,4.6000,3.8880,1,0,1,0,0,0,0.0000,-3152024.2877,4864279.1872,2635883.5977,19,30.6708,-75.2513,1.9008,3.1327,28.6283,-75.7749,-2.0932,-0.5352,0.0495,0.0105,0.0000,0.0000,-0.0012,-0.0012
123.7920,24.4260,0.0130,0,950500_G,31.3630,-55.0430,4.2770,3.9540,1,0,1,0,0,0,0.0000,-3224469.8002,4818110.6220,2633050.7028,19,31.1357,-55.6695,-0.2273,-0.6265,28.8649,-58.0916,-2.3202,-2.4363,0.0482,0.0129,0.0000,0.0000,-0.0012,-0.0013
123.7960,24.0620,0.0310,0,960751_G,34.7770,-56.2700,4.6740,4.2510,1,0,1,0,0,0,0.0000,-3234045.6330,4831689.3445,2596166.0931,19,41.5776,-56.5994,6.8006,-0.3294,37.2760,-58.0083,-4.3486,-1.4237,0.0458,0.0136,0.0000,0.0000,-0.0012,-0.0013
124.1030,50.3900,0.0120,0,JAGD_GUA,7.3800,-1.1800,3.3300,3.2100,1,0,1,0,0,0,0.0000,-2276156.2816,3361489.6384,4905491.9686,5,6.7461,-3.8227,-0.6339,-2.6427,7.4621,-4.2960,0.4805,-0.2651,0.2328,-0.2058,0.0000,0.0000,-0.0027,0.0024
124.1730,24.3390,0.0120,0,960750_G,32.2690,-45.7360,4.2470,3.8140,1,0,1,0,0,0,0.0000,-3258679.2487,4799864.7795,2624244.4845,19,32.9668,-48.4728,0.6978,-2.7368,30.7274,-50.1516,-2.2877,-1.6946,0.0471,0.0144,0.0000,0.0000,-0.0012,-0.0013
124.3010,24.5370,0.0300,0,960749_G,29.4380,-45.1790,4.1960,3.9340,1,0,1,0,0,0,0.0000,-3264263.9963,4785052.6668,2644277.4061,19,27.6538,-45.4234,-1.7842,-0.2444,26.1045,-47.4836,-1.5988,-2.0761,0.0482,0.0145,0.0000,0.0000,-0.0013,-0.0014
124.6920,24.6420,0.0120,0,960748_G,29.3720,-38.4770,3.8250,4.0250,1,0,1,0,0,0,0.0000,-3294078.4246,4758672.9061,2654888.1269,19,24.6106,-37.7623,-4.7614,0.7147,23.5531,-39.3322,-1.1071,-1.5872,0.0483,0.0159,0.0000,0.0000,-0.0013,-0.0014
125.1710,24.8280,0.0430,0,960747_G,29.9160,-27.9260,3.9570,4.9040,1,0,1,0,0,0,0.0000,-3328763.9280,4723897.9456,2673662.3520,20,33.9434,-31.6873,4.0274,-3.7613,33.2640,-32.7528,-0.7295,-1.0847,0.0488,0.0177,0.0000,0.0000,-0.0013,-0.0015
125.3740,24.7530,0.0090,0,950498_G,30.7230,-32.3030,3.6900,4.0920,1,0,1,0,0,0,0.0000,-3347503.0732,4714924.1281,2666095.4790,20,34.1260,-31.4881,3.4030,0.8149,33.3943,-32.3633,-0.7810,-0.8957,0.0480,0.0189,0.0000,0.0000,-0.0013,-0.0015
126.7390,26.3480,-0.0560,0,960743_G,28.2250,-32.8730,3.5720,3.8470,1,0,1,0,0,0,0.0000,-3413139.7564,4572579.3433,2826012.4936,20,28.4253,-28.2601,0.2003,4.6129,29.2535,-29.7343,0.7710,-1.4987,0.0556,0.0224,0.0000,0.0000,-0.0017,-0.0021
126.9690,46.6500,-0.0940,0,SUIH_GUA,1.5000,1.6400,3.3400,3.2000,1,0,1,0,0,0,0.0000,-2628615.9226,3492220.7823,4630240.1451,5,8.1746,-3.1325,6.6746,-4.7725,9.1374,-3.6806,0.5597,-0.2556,0.3977,-0.2896,0.0000,0.0000,-0.0053,0.0029
127.1440,26.3730,-0.0210,0,960742_G,29.8800,-30.5050,3.2340,3.5790,1,0,1,0,0,0,0.0000,-3444630.9908,4547355.9006,2828501.9202,20,28.7469,-28.4131,-1.1331,2.0919,29.1012,-28.9509,0.2976,-0.5663,0.0550,0.0263,0.0000,0.0000,-0.0017,-0.0022
127.3450,26.1790,-0.0460,0,960744_G,29.1310,-30.5130,3.4870,3.6260,1,0,1,0,0,0,0.0000,-3466352.1606,4542831.5769,2809169.8817,20,29.3736,-28.2789,0.2426,2.2341,29.5246,-28.5616,0.0956,-0.3147,0.0537,0.0297,0.0000,0.0000,-0.0016,-0.0022
127.7690,26.1450,-0.0480,0,940100_G,31.5660,-27.4910,3.6840,3.9260,1,0,1,0,0,0,0.0000,-3500895.1685,4518372.6784,2805778.4695,20,29.4960,-27.6899,-2.0700,-0.1989,29.5148,-27.7392,-0.0358,-0.0872,0.0530,0.0355,0.0000,0.0000,-0.0016,-0.0024
127.8260,26.1690,0.0010,0,960745_G,30.1570,-28.9640,3.3810,3.5430,1,0,1,0,0,0,0.0000,-3504667.4154,4513958.8968,2808172.5102,20,29.4342,-27.6062,-0.7228,1.3578,29.4447,-27.6285,-0.0442,-0.0609,0.0530,0.0362,0.0000,0.0000,-0.0016,-0.0024
127.8330,26.4470,0.0060,0,960741_G,29.6330,-28.3740,3.4670,3.6850,1,0,1,0,0,0,0.0000,-3496820.4067,4502716.3164,2835867.4650,20,28.7232,-27.6757,-0.9098,0.6983,28.7711,-27.6149,-0.0082,0.0235,0.0544,0.0348,0.0000,0.0000,-0.0017,-0.0025
127.8980,26.6950,0.0030,0,950496_G,28.3770,-28.1250,3.2380,3.4390,1,0,1,0,0,0,0.0000,-3494353.6445,4489018.1658,2860517.4315,20,28.1252,-27.7095,-0.2518,0.4155,28.1570,-27.4887,-0.0254,0.1841,0.0554,0.0341,0.0000,0.0000,-0.0018,-0.0026
127.9450,26.9440,0.0030,0,960736_G,27.2220,-27.1410,3.1610,3.4710,1,0,1,0,0,0,0.0000,-3490357.6731,4476304.4398,2885212.8756,20,27.5830,-27.8738,0.3610,-0.7328,27.5436,-27.3974,-0.0974,0.4408,0.0561,0.0329,0.0000,0.0000,-0.0019,-0.0027
127.9720,26.4830,0.0110,0,960740_G,29.7950,-27.6620,3.2770,3.8170,1,0,1,0,0,0,0.0000,-3506636.7210,4492814.2386,2839448.9934,20,28.6473,-27.4778,-1.1477,0.1842,28.6543,-27.3449,-0.0491,0.0935,0.0544,0.0368,0.0000,0.0000,-0.0017,-0.0025
128.1440,26.7080,-0.0040,0,960738_G,28.7010,-27.3250,3.1460,3.8900,1,0,1,0,0,0,0.0000,-3513194.0638,4473463.2414,2861808.0926,20,28.1304,-27.3158,-0.5706,0.0092,28.0729,-27.0106,-0.1145,0.2643,0.0552,0.0382,0.0000,0.0000,-0.0018,-0.0027
128.2480,26.8590,0.0090,0,960737_G,28.3640,-26.6490,3.3060,3.5050,1,0,1,0,0,0,0.0000,-3516626.9324,4461140.2851,2876788.8063,20,27.8049,-27.2324,-0.5591,-0.5834,27.6848,-26.8083,-0.1776,0.3823,0.0556,0.0390,0.0000,0.0000,-0.0018,-0.0028
128.4320,27.0320,0.0090,0,950495_G,27.9870,-25.4460,3.1600,3.3420,1,0,1,0,0,0,0.0000,-3525519.9834,4442999.3811,2893927.5746,20,27.4364,-26.9797,-0.5506,-1.5337,27.2262,-26.4502,-0.2681,0.4853,0.0560,0.0413,0.0000,0.0000,-0.0019,-0.0030
128.6190,32.6340,0.0060,0,960698_G,20.3860,-5.3330,2.8640,2.6890,1,0,1,0,0,0,0.0000,-3346776.8370,4189584.7291,3433775.7735,5,14.8013,-3.2133,-5.5847,2.1197,15.5298,-3.3221,0.3467,-0.1117,0.3711,0.0050,0.0000,0.0000,-0.0107,0.0021
128.6510,27.4010,0.0100,0,960735_G,26.2460,-25.6470,3.0850,3.6450,1,0,1,0,0,0,0.0000,-3530762.5351,4414844.3480,2930395.3259,20,26.6414,-26.7156,0.3954,-1.0686,26.2836,-26.0236,-0.4160,0.6462,0.0561,0.0425,0.0000,0.0000,-0.0021,-0.0033
128.8430,32.6690,0.0000,0,950462_G,21.1880,-4.9030,2.9750,2.8360,1,0,1,0,0,0,0.0000,-3361814.3552,4174833.8835,3437050.7340,5,14.7370,-3.1728,-6.4510,1.7302,15.5077,-3.2732,0.3540,-0.1054,0.4051,0.0084,0.0000,0.0000,-0.0117,0.0033
128.8660,71.6340,0.0020,0,TIXI_GPS,-4.0230,-0.4700,1.2000,1.2600,1,0,1,0,0,0,0.0000,-1258950.5410,1562130.4129,6043107.1122,6,-4.0086,-0.3931,0.0144,0.0769,-3.8525,-0.6456,0.1343,-0.2075,0.0216,-0.0442,0.0000,0.0000,-0.0001,0.0008
128.8940,27.8170,0.0020,0,960734_G,25.2830,-21.8830,3.3500,3.4260,1,0,1,0,0,0,0.0000,-3536002.2822,4383154.8045,2971362.1929,20,25.6113,-26.1975,0.3283,-4.3145,25.2198,-25.5499,-0.4482,0.6004,0.0544,0.0434,0.0000,0.0000,-0.0023,-0.0038
129.0260,32.8860,0.0040,0,960692_G,19.3720,-5.0040,2.8650,2.6450,1,0,1,0,0,0,0.0000,-3366910.5369,4153932.6178,3457326.8148,5,14.4770,-3.1026,-4.8950,1.9014,15.4080,-3.2332,0.3649,-0.0960,0.5552,-0.0302,0.0000,0.0000,-0.0109,0.0044
129.1260,33.2560,0.0030,0,960691_G,19.2610,-3.6840,2.7740,2.7240,1,0,1,0,0,0,0.0000,-3359996.5206,4130643.5920,3491784.4090,5,14.0707,-2.9803,-5.1903,0.7037,15.2440,-3.2113,0.3793,-0.0941,0.7854,-0.1330,0.0000,0.0000,-0.0086,0.0039
129.3110,34.2680,0.0040,0,950457_G,17.7450,-4.2590,3.3310,2.6630,1,0,1,0,0,0,0.0000,-3333719.5233,4071414.3235,3585282.5563,5,13.2132,-2.6197,-4.5318,1.6393,14.7946,-3.1709,0.4191,-0.1078,1.1567,-0.4422,0.0000,0.0000,-0.0056,0.0013
129.3200,28.1380,0.0020,0,960733_G,23.0510,-20.8090,3.4760,3.9190,1,0,1,0,0,0,0.0000,-3557889.0666,4343796.5517,3002866.6918,13,25.9576,-13.8700,2.9066,6.9390,25.8563,-13.5492,-0.1556,0.2637,0.0520,0.0527,0.0000,0.0000,-0.0024,-0.0044
129.4820,34.6560,0.0020,0,950456_G,17.0720,-4.1190,2.8860,2.5810,1,0,1,0,0,0,0.0000,-3330341.7309,4042614.4975,3620834.6333,5,12.9301,-2.4535,-4.1419,1.6655,14.6179,-3.1334,0.4385,-0.1175,1.2440,-0.5619,0.0000,0.0000,-0.0053,0.0005
