lon1,lat1,dep1,lon2,lat2,dep2,lon3,lat3,dep3,mesh_idx,strike_slip_rate,dip_slip_rate
136.878,33.2332,-4.4903772,136.873,33.0946,-2.3962722,136.991,33.1493,-1.9826412,0,-18.257208691028300,53.99884651096270
133.262,31.3855,0.0,133.12,31.5311,-3.4678016,133.086,31.3875,-2.5477505,0,29.21910764573950,33.07749200291600
132.984,31.6535,-6.8058928,132.984,31.5299,-4.9496297,133.12,31.5311,-3.4678016,0,27.957083438616000,35.43026430628780
132.984,31.5299,-4.9496297,133.086,31.3875,-2.5477505,133.12,31.5311,-3.4678016,0,28.0509499350309,31.30005330287460
132.688,31.1515,-4.4547241,132.61,31.0557,-4.4818304,132.71,31.0298,-2.3233299,0,28.14104961182100,-19.998474948428400
138.462,34.6355,-10.0,138.391,34.5129,-10.0,138.576,34.5441,0.0,0,-4.412826208613190,24.502812239385800
133.789,31.9263,-3.7056374,133.9,31.8407,0.0,133.949,31.9922,-3.3149433,0,26.180898272028400,-13.981381705470800
136.878,33.2332,-4.4903772,136.754,33.3139,-7.3437822,136.738,33.1893,-4.9184762,0,-13.456085031117500,42.92196986825300
136.587,33.2448,-7.3703064,136.738,33.1893,-4.9184762,136.754,33.3139,-7.3437822,0,-14.136547616309700,39.051917201570400
138.126,33.7315,0.0,137.994,33.7873,-2.3738344,138.019,33.6431,0.0,0,-24.12547556068070,55.574064108286500
134.208,32.3226,-7.4391988,134.264,32.199,-3.7167563,134.41,32.3537,-5.4086896,0,24.71135908351250,23.17196458034600
134.208,32.3226,-7.4391988,134.41,32.3537,-5.4086896,134.199,32.4545,-10.0,0,28.41773658598560,36.797354323422500
134.199,32.4545,-10.0,134.084,32.3596,-10.0,134.208,32.3226,-7.4391988,0,29.81201152012050,42.78049750483730
134.847,32.5963,-2.7409163,134.767,32.6697,-4.4228778,134.748,32.5453,-3.6769105,0,-3.7680360412878800,28.85071743045060
134.476,32.6962,-8.1886388,134.629,32.6546,-6.0674101,134.572,32.7916,-7.9957555,0,18.605810439809100,55.26112202851160
134.748,32.5453,-3.6769105,134.767,32.6697,-4.4228778,134.629,32.6546,-6.0674101,0,4.5465755073224100,38.06653853335650
134.458,32.5694,-7.3571455,134.629,32.6546,-6.0674101,134.476,32.6962,-8.1886388,0,22.688909251302700,51.18295863372440
135.919,32.8188,-3.0658399,135.762,32.6553,0.0,135.92,32.6848,0.0,0,-0.29272516366189200,-7.199455090436880
137.224,33.5079,-5.9128862,137.142,33.6013,-7.9712047,137.062,33.475,-6.7451185,0,-23.708870524404900,44.07077419334870
137.899,33.5512,0.0,138.019,33.6431,0.0,137.828,33.6957,-2.7309865,0,-22.57446581396220,54.217147950920000
132.408,31.2235,-10.0,132.603,31.2565,-7.2004582,132.486,31.342,-10.0,0,24.737378091983100,-19.58619254857180
132.603,31.2565,-7.2004582,132.408,31.2235,-10.0,132.521,31.1453,-7.043649,0,24.685647838803800,-19.392465295948100
136.433,33.172,-7.2518423,136.468,33.3142,-10.0,136.317,33.264,-10.0,0,-23.996259435296800,32.458831140359600
137.224,33.5079,-5.9128862,137.302,33.601,-6.626824,137.142,33.6013,-7.9712047,0,-27.5923524264079,48.022748624676
133.426,31.6852,-2.3588247,133.372,31.5611,0.0,133.495,31.6214,0.0,0,29.939415569844300,41.990422628158600
137.488,33.7704,-7.2298294,137.463,33.5829,-4.9474332,137.612,33.6346,-4.0220501,0,-28.0438459051195,57.33595052039680
137.202,33.1595,0.0,137.074,33.1897,-1.77536,137.106,33.0662,0.0,0,-22.61219633829600,56.999499763030800
137.074,33.1897,-1.77536,136.991,33.1493,-1.9826412,137.106,33.0662,0.0,0,-21.292573985714800,57.081779762323000
137.039,33.2743,-3.9489243,136.931,33.3439,-6.1836091,136.878,33.2332,-4.4903772,0,-14.652318491731100,45.67740799073300
136.931,33.3439,-6.1836091,136.754,33.3139,-7.3437822,136.878,33.2332,-4.4903772,0,-11.651883054092000,40.86104381174530
133.96,32.2734,-10.0,133.982,32.136,-6.5575368,134.117,32.2049,-5.8910232,0,27.599362786895600,23.442938658076000
134.037,31.9116,0.0,134.092,32.0476,-2.749328,133.949,31.9922,-3.3149433,0,23.18974779623850,-17.623896614016400
134.092,32.0476,-2.749328,134.037,31.9116,0.0,134.173,31.9849,0.0,0,21.32993169244650,-19.9995507430804
132.427,30.8871,-6.6552934,132.541,30.7726,-3.5179775,132.636,30.9176,-2.7724891,0,27.750357773025300,-18.48420892211380
132.636,30.9176,-2.7724891,132.61,31.0557,-4.4818304,132.48,31.02,-6.7180443,0,28.47622839480820,-19.12009342994820
132.48,31.02,-6.7180443,132.427,30.8871,-6.6552934,132.636,30.9176,-2.7724891,0,27.364583734363400,-18.218935167294200
132.71,31.0298,-2.3233299,132.636,30.9176,-2.7724891,132.776,30.9131,0.0,0,29.99972318336050,-19.737122674542000
132.61,31.0557,-4.4818304,132.636,30.9176,-2.7724891,132.71,31.0298,-2.3233299,0,29.34698550719630,-19.822791289478900
134.848,32.3208,0.0,134.964,32.414,0.0,134.883,32.4746,-1.4920618,0,-9.546817314217780,-3.137652505382040
134.728,32.3912,-2.1533578,134.848,32.3208,0.0,134.883,32.4746,-1.4920618,0,-4.073427652116180,1.7439703700342600
132.294,30.969,-10.0,132.242,30.84,-10.0,132.427,30.8871,-6.6552934,0,16.55409530563670,-16.926010796651
137.463,33.5829,-4.9474332,137.615,33.4789,-2.2460146,137.612,33.6346,-4.0220501,0,-26.84372636005590,55.32725792357960
136.991,33.1493,-1.9826412,137.074,33.1897,-1.77536,137.039,33.2743,-3.9489243,0,-19.38905673921410,53.48925713596890
136.433,33.172,-7.2518423,136.317,33.0998,-6.9058519,136.418,33.0346,-4.734129,0,-29.99789239135370,39.94325654446870
135.92,32.6848,0.0,136.075,32.7229,0.0,135.919,32.8188,-3.0658399,0,-3.4837692060823300,1.421938920245840
138.348,34.1892,-5.1213102,138.215,34.2842,-10.0,138.104,34.1842,-10.0,0,-20.858696929516100,47.47125328154040
138.482,34.0911,0.0,138.503,34.2264,0.0,138.348,34.1892,-5.1213102,0,-13.2380334081438,44.73650607237300
136.617,32.9642,-1.8515813,136.746,33.0426,-2.2961115,136.601,33.0906,-4.4967302,0,-26.228832908015700,55.320856388283600
136.738,33.1893,-4.9184762,136.587,33.2448,-7.3703064,136.601,33.0906,-4.4967302,0,-19.979034512774800,44.17645033694080
137.448,33.4041,-2.4907718,137.493,33.2771,0.0,137.637,33.3413,0.0,0,-26.744284391087700,52.48852656251520
137.448,33.4041,-2.4907718,137.637,33.3413,0.0,137.615,33.4789,-2.2460146,0,-26.39677310509380,52.28287637616740
137.615,33.4789,-2.2460146,137.463,33.5829,-4.9474332,137.448,33.4041,-2.4907718,0,-27.682234046181500,53.998398509755100
137.488,33.7704,-7.2298294,137.536,33.9253,-10.0,137.383,33.8785,-10.0,0,-27.975511547145100,51.997654262978600
134.288,32.0743,0.0,134.196,32.1115,-2.3687463,134.173,31.9849,0.0,0,19.289143260963800,-12.99060192475010
134.196,32.1115,-2.3687463,134.264,32.199,-3.7167563,134.117,32.2049,-5.8910232,0,22.748160371758300,6.587476818247270
133.55,32.0635,-10.0,133.493,31.9041,-6.7257668,133.647,31.945,-5.9791631,0,29.996184465647800,34.62401237598510
133.647,31.945,-5.9791631,133.493,31.9041,-6.7257668,133.66,31.8223,-2.7734885,0,29.767256076253600,22.943992030472000
133.55,32.0635,-10.0,133.408,32.0,-10.0,133.493,31.9041,-6.7257668,0,29.52179476811380,46.548776479724
135.098,32.9817,-10.0,135.11,32.8964,-7.4496623,135.258,32.9649,-10.0,0,-29.375806227598800,15.43648945035620
138.018,33.9437,-5.8113889,137.994,33.7873,-2.3738344,138.172,33.8778,-2.361536,0,-27.43205945013960,58.54250449094140
